Trinity_ID	380822	380823	380824	380825	V2	uniprot_acc_ID	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry.name	Status	Protein.names	Geme.names	Organism	Length	Gene.ontology.biological.process	Gene.ontology.cellular.component	Gene.ontology.GO	Gene.ontology.molecular.function	Gene.ontology.IDs
TRINITY_DN11898_c1_g1_i8	0	23	0	109	sp	Q6AZT7	NPHP3_XENLA	28.4	162	116	0	3303	3788	1079	1240	8.1e-12	75.1	NPHP3_XENLA	reviewed	Nephrocystin-3	nphp3	Xenopus laevis (African clawed frog)	1300	cilium assembly [GO:0060271]; convergent extension involved in gastrulation [GO:0060027]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; regulation of Wnt signaling pathway, planar cell polarity pathway [GO:2000095]; Wnt signaling pathway [GO:0016055]	cilium [GO:0005929]	cilium [GO:0005929]; cilium assembly [GO:0060271]; convergent extension involved in gastrulation [GO:0060027]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; regulation of Wnt signaling pathway, planar cell polarity pathway [GO:2000095]; Wnt signaling pathway [GO:0016055]		GO:0005929; GO:0016055; GO:0060027; GO:0060271; GO:0090090; GO:2000095
TRINITY_DN8869_c0_g1_i3	0	38	0	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN10621_c0_g1_i1	0	28	0	116	sp	Q3TCH7	CUL4A_MOUSE	32.5	653	401	15	432	2345	132	759	4e-84	314.3	CUL4A_MOUSE	reviewed	Cullin-4A (CUL-4A)	Cul4a	Mus musculus (Mouse)	759	cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; hemopoiesis [GO:0030097]; in utero embryonic development [GO:0001701]; negative regulation of granulocyte differentiation [GO:0030853]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of protein catabolic process [GO:0045732]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]; regulation of DNA damage checkpoint [GO:2000001]; regulation of nucleotide-excision repair [GO:2000819]; regulation of protein metabolic process [GO:0051246]; rhythmic process [GO:0048511]; ribosome biogenesis [GO:0042254]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]; somatic stem cell population maintenance [GO:0035019]; ubiquitin-dependent protein catabolic process [GO:0006511]; viral process [GO:0016032]	Cul4A-RING E3 ubiquitin ligase complex [GO:0031464]; Cul4-RING E3 ubiquitin ligase complex [GO:0080008]; cullin-RING ubiquitin ligase complex [GO:0031461]; SCF ubiquitin ligase complex [GO:0019005]	Cul4-RING E3 ubiquitin ligase complex [GO:0080008]; Cul4A-RING E3 ubiquitin ligase complex [GO:0031464]; cullin-RING ubiquitin ligase complex [GO:0031461]; SCF ubiquitin ligase complex [GO:0019005]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activity [GO:0004842]; cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; hemopoiesis [GO:0030097]; in utero embryonic development [GO:0001701]; negative regulation of granulocyte differentiation [GO:0030853]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of protein catabolic process [GO:0045732]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]; regulation of DNA damage checkpoint [GO:2000001]; regulation of nucleotide-excision repair [GO:2000819]; regulation of protein metabolic process [GO:0051246]; rhythmic process [GO:0048511]; ribosome biogenesis [GO:0042254]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]; somatic stem cell population maintenance [GO:0035019]; ubiquitin-dependent protein catabolic process [GO:0006511]; viral process [GO:0016032]	ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activity [GO:0004842]	GO:0001701; GO:0004842; GO:0006281; GO:0006511; GO:0006974; GO:0008284; GO:0016032; GO:0016567; GO:0019005; GO:0030097; GO:0030853; GO:0031146; GO:0031461; GO:0031464; GO:0031625; GO:0035019; GO:0042254; GO:0043161; GO:0045732; GO:0048511; GO:0051246; GO:0080008; GO:1900087; GO:2000001; GO:2000819
TRINITY_DN1396_c0_g1_i5	0	65	0	125	sp	O61570	RL38_OSTOS	64.3	70	25	0	41	250	1	70	2.2e-17	90.5	RL38_OSTOS	reviewed	60S ribosomal protein L38	rpl-38	Ostertagia ostertagi (Brown stomach worm) (Strongylus ostertagi)	70	translation [GO:0006412]	ribosome [GO:0005840]	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412
TRINITY_DN27209_c0_g1_i1	0	108	0	93	sp	Q43292	RL372_ARATH	67.4	89	29	0	48	314	1	89	7.1e-29	128.3	RL372_ARATH	reviewed	60S ribosomal protein L37-2	RPL37B At1g52300 F19K6.12	Arabidopsis thaliana (Mouse-ear cress)	95	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; nucleus [GO:0005634]	cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; nucleus [GO:0005634]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	metal ion binding [GO:0046872]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003723; GO:0003735; GO:0005634; GO:0006412; GO:0019843; GO:0022625; GO:0022626; GO:0046872
TRINITY_DN1988_c1_g1_i12	0	28	0	224	sp	P22953	MD37E_ARATH	58.3	551	219	5	532	2160	8	555	1.7e-171	604.7	HS701_ARATH	reviewed	Heat shock 70 kDa protein 1 (Heat shock cognate 70 kDa protein 1) (Heat shock cognate protein 70-1) (AtHsc70-1) (Heat shock protein 70-1) (AtHsp70-1) (Protein EARLY-RESPONSIVE TO DEHYDRATION 2)	HSP70-1 ERD2 HSC70-1 MED37_4 MED37E At5g02500 T22P11.90	Arabidopsis thaliana (Mouse-ear cress)	651	cellular response to unfolded protein [GO:0034620]; chaperone cofactor-dependent protein refolding [GO:0051085]; defense response to bacterium [GO:0042742]; defense response to fungus [GO:0050832]; defense response to other organism [GO:0098542]; negative regulation of seed germination [GO:0010187]; protein refolding [GO:0042026]; response to cadmium ion [GO:0046686]; response to cold [GO:0009409]; response to heat [GO:0009408]; response to unfolded protein [GO:0006986]; response to virus [GO:0009615]; stomatal closure [GO:0090332]	apoplast [GO:0048046]; cell wall [GO:0005618]; chloroplast [GO:0009507]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; Golgi apparatus [GO:0005794]; nucleolus [GO:0005730]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]; vacuolar membrane [GO:0005774]	apoplast [GO:0048046]; cell wall [GO:0005618]; chloroplast [GO:0009507]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; Golgi apparatus [GO:0005794]; nucleolus [GO:0005730]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]; vacuolar membrane [GO:0005774]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; heat shock protein binding [GO:0031072]; misfolded protein binding [GO:0051787]; protease binding [GO:0002020]; protein folding chaperone [GO:0044183]; unfolded protein binding [GO:0051082]; cellular response to unfolded protein [GO:0034620]; chaperone cofactor-dependent protein refolding [GO:0051085]; defense response to bacterium [GO:0042742]; defense response to fungus [GO:0050832]; defense response to other organism [GO:0098542]; negative regulation of seed germination [GO:0010187]; protein refolding [GO:0042026]; response to cadmium ion [GO:0046686]; response to cold [GO:0009409]; response to heat [GO:0009408]; response to unfolded protein [GO:0006986]; response to virus [GO:0009615]; stomatal closure [GO:0090332]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; misfolded protein binding [GO:0051787]; protease binding [GO:0002020]; protein folding chaperone [GO:0044183]; unfolded protein binding [GO:0051082]	GO:0002020; GO:0005524; GO:0005618; GO:0005634; GO:0005730; GO:0005737; GO:0005774; GO:0005794; GO:0005829; GO:0005886; GO:0006986; GO:0009408; GO:0009409; GO:0009506; GO:0009507; GO:0009615; GO:0010187; GO:0016887; GO:0022626; GO:0031072; GO:0034620; GO:0042026; GO:0042742; GO:0044183; GO:0046686; GO:0048046; GO:0050832; GO:0051082; GO:0051085; GO:0051787; GO:0090332; GO:0098542
TRINITY_DN2990_c0_g1_i15	0	49	0	91	sp	P56286	IF2A_SCHPO	47.8	276	140	3	65	886	4	277	8.1e-65	249.6	IF2A_SCHPO	reviewed	Eukaryotic translation initiation factor 2 subunit alpha (eIF-2-alpha)	tif211 SPAC3G9.09c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	306	cytoplasmic translational initiation [GO:0002183]; mitotic G1 DNA damage checkpoint [GO:0031571]	cytosol [GO:0005829]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 2B complex [GO:0005851]; eukaryotic translation initiation factor 2 complex [GO:0005850]; multi-eIF complex [GO:0043614]	cytosol [GO:0005829]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 2 complex [GO:0005850]; eukaryotic translation initiation factor 2B complex [GO:0005851]; multi-eIF complex [GO:0043614]; ribosome binding [GO:0043022]; RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743]; cytoplasmic translational initiation [GO:0002183]; mitotic G1 DNA damage checkpoint [GO:0031571]	ribosome binding [GO:0043022]; RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743]	GO:0002183; GO:0003723; GO:0003743; GO:0005829; GO:0005850; GO:0005851; GO:0031571; GO:0033290; GO:0043022; GO:0043614
TRINITY_DN104405_c3_g1_i1	22753	11074	19626	6920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4517_c0_g1_i3	0	89	0	71	sp	Q6NRI1	ZNT7B_XENLA	53.3	394	138	2	373	1428	1	390	5.7e-97	357.5	ZNT7B_XENLA	reviewed	Zinc transporter 7-B (ZnT-7-B) (Solute carrier family 30 member 7-B)	slc30a7-b znt7-b	Xenopus laevis (African clawed frog)	390	zinc ion transport [GO:0006829]	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; cation transmembrane transporter activity [GO:0008324]; zinc ion transport [GO:0006829]	cation transmembrane transporter activity [GO:0008324]	GO:0005794; GO:0006829; GO:0008324; GO:0016021
TRINITY_DN1678_c0_g1_i13	0	66	0	114	sp	Q3T0U2	RL14_BOVIN	35.4	127	82	0	36	416	2	128	3e-19	97.1	RL14_BOVIN	reviewed	60S ribosomal protein L14	RPL14	Bos taurus (Bovine)	214	ribosomal large subunit biogenesis [GO:0042273]; translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	cytosolic large ribosomal subunit [GO:0022625]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; ribosomal large subunit biogenesis [GO:0042273]; translation [GO:0006412]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	GO:0003723; GO:0003735; GO:0006412; GO:0022625; GO:0042273
TRINITY_DN14_c0_g1_i12	0	41	0	260	sp	Q7ZVR8	ESRP2_DANRE	32.9	328	188	10	53	1000	225	532	3.3e-34	147.9	ESRP2_DANRE	reviewed	Epithelial splicing regulatory protein 2 (RNA-binding motif protein 35B) (RNA-binding protein 35B)	esrp2 rbm35b zgc:77254	Danio rerio (Zebrafish) (Brachydanio rerio)	736	mRNA processing [GO:0006397]; regulation of RNA splicing [GO:0043484]; RNA splicing [GO:0008380]	nucleoplasm [GO:0005654]; nucleus [GO:0005634]	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; regulation of RNA splicing [GO:0043484]; RNA splicing [GO:0008380]	mRNA binding [GO:0003729]; RNA binding [GO:0003723]	GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0006397; GO:0008380; GO:0043484
TRINITY_DN1726_c0_g2_i1	0	88	0	54	sp	Q14590	ZN235_HUMAN	51.2	168	82	0	758	1261	461	628	4.1e-52	208.8	ZN235_HUMAN	reviewed	Zinc finger protein 235 (Zinc finger protein 270) (Zinc finger protein 93 homolog) (Zfp-93) (Zinc finger protein HZF6)	ZNF235 ZFP93 ZNF270	Homo sapiens (Human)	738	regulation of transcription, DNA-templated [GO:0006355]	nucleus [GO:0005634]	nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; regulation of transcription, DNA-templated [GO:0006355]	DNA binding [GO:0003677]; metal ion binding [GO:0046872]	GO:0003677; GO:0005634; GO:0006355; GO:0046872
TRINITY_DN4615_c1_g1_i1	0	26	0	111	sp	Q9W422	JOSL_DROME	26.9	156	85	6	263	679	39	182	6.4e-07	58.2	JOSL_DROME	reviewed	Josephin-like protein (EC 3.4.19.12)	CG3781	Drosophila melanogaster (Fruit fly)	221	protein deubiquitination [GO:0016579]		thiol-dependent ubiquitin-specific protease activity [GO:0004843]; protein deubiquitination [GO:0016579]	thiol-dependent ubiquitin-specific protease activity [GO:0004843]	GO:0004843; GO:0016579
TRINITY_DN70_c0_g1_i13	553	144	572	128	sp	P06800	PTPRC_MOUSE	28.2	607	376	17	1422	3080	620	1220	2e-59	233.4	PTPRC_MOUSE	reviewed	Receptor-type tyrosine-protein phosphatase C (EC 3.1.3.48) (Leukocyte common antigen) (L-CA) (Lymphocyte antigen 5) (Ly-5) (T200) (CD antigen CD45)	Ptprc Ly-5	Mus musculus (Mouse)	1293	activation of MAPK activity [GO:0000187]; B cell differentiation [GO:0030183]; B cell proliferation [GO:0042100]; B cell receptor signaling pathway [GO:0050853]; bone marrow development [GO:0048539]; calcium-mediated signaling using intracellular calcium source [GO:0035584]; cell cycle phase transition [GO:0044770]; cellular response to extracellular stimulus [GO:0031668]; defense response to virus [GO:0051607]; dephosphorylation [GO:0016311]; hematopoietic progenitor cell differentiation [GO:0002244]; heterotypic cell-cell adhesion [GO:0034113]; immunoglobulin biosynthetic process [GO:0002378]; leukocyte cell-cell adhesion [GO:0007159]; natural killer cell differentiation [GO:0001779]; negative regulation of cell adhesion involved in substrate-bound cell migration [GO:0006933]; negative regulation of cytokine-mediated signaling pathway [GO:0001960]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of interleukin-2 biosynthetic process [GO:0045085]; negative regulation of peptidyl-tyrosine phosphorylation [GO:0050732]; negative regulation of protein autophosphorylation [GO:0031953]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein tyrosine kinase activity [GO:0061099]; negative regulation of T cell mediated cytotoxicity [GO:0001915]; negative thymic T cell selection [GO:0045060]; plasma membrane raft distribution [GO:0044855]; positive regulation of alpha-beta T cell proliferation [GO:0046641]; positive regulation of antigen receptor-mediated signaling pathway [GO:0050857]; positive regulation of B cell proliferation [GO:0030890]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of Fc-gamma receptor signaling pathway involved in phagocytosis [GO:1905451]; positive regulation of gamma-delta T cell differentiation [GO:0045588]; positive regulation of hematopoietic stem cell migration [GO:2000473]; positive regulation of humoral immune response mediated by circulating immunoglobulin [GO:0002925]; positive regulation of interleukin-2 biosynthetic process [GO:0045086]; positive regulation of isotype switching to IgG isotypes [GO:0048304]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of protein tyrosine phosphatase activity [GO:1903615]; positive regulation of stem cell proliferation [GO:2000648]; positive regulation of T cell differentiation [GO:0045582]; positive regulation of T cell mediated cytotoxicity [GO:0001916]; positive regulation of T cell mediated immunity [GO:0002711]; positive regulation of T cell proliferation [GO:0042102]; positive regulation of tumor necrosis factor production [GO:0032760]; positive thymic T cell selection [GO:0045059]; protein dephosphorylation [GO:0006470]; regulation of cell cycle [GO:0051726]; regulation of extrinsic apoptotic signaling pathway [GO:2001236]; regulation of gene expression [GO:0010468]; regulation of humoral immune response mediated by circulating immunoglobulin [GO:0002923]; regulation of interleukin-8 production [GO:0032677]; regulation of phagocytosis [GO:0050764]; regulation of protein tyrosine kinase activity [GO:0061097]; regulation of receptor signaling pathway via JAK-STAT [GO:0046425]; release of sequestered calcium ion into cytosol [GO:0051209]; response to gamma radiation [GO:0010332]; stem cell development [GO:0048864]; T cell differentiation [GO:0030217]; T cell proliferation [GO:0042098]; T cell receptor signaling pathway [GO:0050852]	bleb [GO:0032059]; cell periphery [GO:0071944]; cell surface [GO:0009986]; cytoplasmic side of plasma membrane [GO:0009898]; external side of plasma membrane [GO:0009897]; focal adhesion [GO:0005925]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; membrane microdomain [GO:0098857]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]	bleb [GO:0032059]; cell periphery [GO:0071944]; cell surface [GO:0009986]; cytoplasmic side of plasma membrane [GO:0009898]; external side of plasma membrane [GO:0009897]; focal adhesion [GO:0005925]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; membrane microdomain [GO:0098857]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; ankyrin binding [GO:0030506]; heparan sulfate proteoglycan binding [GO:0043395]; heparin binding [GO:0008201]; protein kinase binding [GO:0019901]; protein tyrosine phosphatase activity [GO:0004725]; signaling receptor binding [GO:0005102]; spectrin binding [GO:0030507]; activation of MAPK activity [GO:0000187]; B cell differentiation [GO:0030183]; B cell proliferation [GO:0042100]; B cell receptor signaling pathway [GO:0050853]; bone marrow development [GO:0048539]; calcium-mediated signaling using intracellular calcium source [GO:0035584]; cell cycle phase transition [GO:0044770]; cellular response to extracellular stimulus [GO:0031668]; defense response to virus [GO:0051607]; dephosphorylation [GO:0016311]; hematopoietic progenitor cell differentiation [GO:0002244]; heterotypic cell-cell adhesion [GO:0034113]; immunoglobulin biosynthetic process [GO:0002378]; leukocyte cell-cell adhesion [GO:0007159]; natural killer cell differentiation [GO:0001779]; negative regulation of cell adhesion involved in substrate-bound cell migration [GO:0006933]; negative regulation of cytokine-mediated signaling pathway [GO:0001960]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of interleukin-2 biosynthetic process [GO:0045085]; negative regulation of peptidyl-tyrosine phosphorylation [GO:0050732]; negative regulation of protein autophosphorylation [GO:0031953]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein tyrosine kinase activity [GO:0061099]; negative regulation of T cell mediated cytotoxicity [GO:0001915]; negative thymic T cell selection [GO:0045060]; plasma membrane raft distribution [GO:0044855]; positive regulation of alpha-beta T cell proliferation [GO:0046641]; positive regulation of antigen receptor-mediated signaling pathway [GO:0050857]; positive regulation of B cell proliferation [GO:0030890]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of Fc-gamma receptor signaling pathway involved in phagocytosis [GO:1905451]; positive regulation of gamma-delta T cell differentiation [GO:0045588]; positive regulation of hematopoietic stem cell migration [GO:2000473]; positive regulation of humoral immune response mediated by circulating immunoglobulin [GO:0002925]; positive regulation of interleukin-2 biosynthetic process [GO:0045086]; positive regulation of isotype switching to IgG isotypes [GO:0048304]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of protein tyrosine phosphatase activity [GO:1903615]; positive regulation of stem cell proliferation [GO:2000648]; positive regulation of T cell differentiation [GO:0045582]; positive regulation of T cell mediated cytotoxicity [GO:0001916]; positive regulation of T cell mediated immunity [GO:0002711]; positive regulation of T cell proliferation [GO:0042102]; positive regulation of tumor necrosis factor production [GO:0032760]; positive thymic T cell selection [GO:0045059]; protein dephosphorylation [GO:0006470]; regulation of cell cycle [GO:0051726]; regulation of extrinsic apoptotic signaling pathway [GO:2001236]; regulation of gene expression [GO:0010468]; regulation of humoral immune response mediated by circulating immunoglobulin [GO:0002923]; regulation of interleukin-8 production [GO:0032677]; regulation of phagocytosis [GO:0050764]; regulation of protein tyrosine kinase activity [GO:0061097]; regulation of receptor signaling pathway via JAK-STAT [GO:0046425]; release of sequestered calcium ion into cytosol [GO:0051209]; response to gamma radiation [GO:0010332]; stem cell development [GO:0048864]; T cell differentiation [GO:0030217]; T cell proliferation [GO:0042098]; T cell receptor signaling pathway [GO:0050852]	ankyrin binding [GO:0030506]; heparan sulfate proteoglycan binding [GO:0043395]; heparin binding [GO:0008201]; protein kinase binding [GO:0019901]; protein tyrosine phosphatase activity [GO:0004725]; signaling receptor binding [GO:0005102]; spectrin binding [GO:0030507]	GO:0000187; GO:0001779; GO:0001915; GO:0001916; GO:0001960; GO:0002244; GO:0002378; GO:0002711; GO:0002923; GO:0002925; GO:0004725; GO:0005102; GO:0005886; GO:0005887; GO:0005925; GO:0006469; GO:0006470; GO:0006933; GO:0007159; GO:0008201; GO:0009897; GO:0009898; GO:0009986; GO:0010332; GO:0010468; GO:0016021; GO:0016311; GO:0019901; GO:0030183; GO:0030217; GO:0030506; GO:0030507; GO:0030890; GO:0031668; GO:0031953; GO:0032059; GO:0032677; GO:0032760; GO:0034113; GO:0035584; GO:0042098; GO:0042100; GO:0042102; GO:0043395; GO:0043410; GO:0044770; GO:0044855; GO:0045059; GO:0045060; GO:0045085; GO:0045086; GO:0045121; GO:0045582; GO:0045588; GO:0046425; GO:0046641; GO:0048304; GO:0048539; GO:0048864; GO:0050731; GO:0050732; GO:0050764; GO:0050852; GO:0050853; GO:0050857; GO:0051209; GO:0051607; GO:0051726; GO:0061097; GO:0061099; GO:0070373; GO:0070374; GO:0071944; GO:0098857; GO:1903615; GO:1905451; GO:2000473; GO:2000648; GO:2001236; GO:2001238
TRINITY_DN16442_c0_g1_i11	0	153	0	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN10840_c0_g1_i2	134	0	218	0	sp	Q9Y2B0	CNPY2_HUMAN	32.5	169	110	1	378	884	7	171	6.7e-23	109.8	CNPY2_HUMAN	reviewed	Protein canopy homolog 2 (MIR-interacting saposin-like protein) (Putative secreted protein Zsig9) (Transmembrane protein 4)	CNPY2 MSAP TMEM4 ZSIG9 UNQ1943/PRO4426	Homo sapiens (Human)	182	negative regulation of gene expression [GO:0010629]; positive regulation of low-density lipoprotein particle receptor biosynthetic process [GO:0045716]; regulation of low-density lipoprotein particle clearance [GO:0010988]	endoplasmic reticulum [GO:0005783]	endoplasmic reticulum [GO:0005783]; negative regulation of gene expression [GO:0010629]; positive regulation of low-density lipoprotein particle receptor biosynthetic process [GO:0045716]; regulation of low-density lipoprotein particle clearance [GO:0010988]		GO:0005783; GO:0010629; GO:0010988; GO:0045716
TRINITY_DN644_c0_g1_i1	0	53	0	162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4979_c0_g1_i1	0	27	0	103	sp	Q8VYP6	NOL9_ARATH	28.4	296	180	10	416	1246	15	297	1.7e-18	95.9	NOL9_ARATH	reviewed	Polynucleotide 5'-hydroxyl-kinase NOL9 (EC 2.7.1.-) (Nucleolar protein 9 homolog)	At5g11010 T30N20.280	Arabidopsis thaliana (Mouse-ear cress)	368	cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000448]; RNA processing [GO:0006396]; rRNA processing [GO:0006364]	nucleolus [GO:0005730]; nucleus [GO:0005634]	nucleolus [GO:0005730]; nucleus [GO:0005634]; ATP binding [GO:0005524]; polynucleotide 5'-hydroxyl-kinase activity [GO:0051731]; cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000448]; RNA processing [GO:0006396]; rRNA processing [GO:0006364]	ATP binding [GO:0005524]; polynucleotide 5'-hydroxyl-kinase activity [GO:0051731]	GO:0000448; GO:0005524; GO:0005634; GO:0005730; GO:0006364; GO:0006396; GO:0051731
TRINITY_DN7420_c0_g1_i11	98	0	98	0	sp	Q92982	NINJ1_HUMAN	45.1	113	56	2	403	738	35	142	1.7e-17	92	NINJ1_HUMAN	reviewed	Ninjurin-1 (Nerve injury-induced protein 1)	NINJ1	Homo sapiens (Human)	152	cell adhesion [GO:0007155]; hyaloid vascular plexus regression [GO:1990384]; nervous system development [GO:0007399]; positive regulation of cell-matrix adhesion [GO:0001954]; tissue regeneration [GO:0042246]	integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; cell adhesion [GO:0007155]; hyaloid vascular plexus regression [GO:1990384]; nervous system development [GO:0007399]; positive regulation of cell-matrix adhesion [GO:0001954]; tissue regeneration [GO:0042246]		GO:0001954; GO:0007155; GO:0007399; GO:0016021; GO:0042246; GO:1990384
TRINITY_DN4232_c0_g1_i18	0	95	0	136	sp	P0DJ52	RL8_TETTS	72.4	156	43	0	2	469	99	254	2.3e-62	240	RL8_TETTS	reviewed	60S ribosomal protein L8	RPL8 RPL2 TTHERM_00716240	Tetrahymena thermophila (strain SB210)	264	translation [GO:0006412]	cytoplasm [GO:0005737]; ribosome [GO:0005840]	cytoplasm [GO:0005737]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005737; GO:0005840; GO:0006412; GO:0019843
TRINITY_DN14262_c0_g1_i1	0	35	0	93	sp	Q3T1L0	A16A1_RAT	42.9	802	432	13	90	2465	17	802	4.1e-164	580.1	A16A1_RAT	reviewed	Aldehyde dehydrogenase family 16 member A1	Aldh16a1	Rattus norvegicus (Rat)	802			oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]	GO:0016620
