Trinity_ID	178	359	463	cluster	V2	uniprot_acc_ID	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry.name	Status	Protein.names	Geme.names	Organism	Length	Gene.ontology.biological.process	Gene.ontology.cellular.component	Gene.ontology.GO	Gene.ontology.molecular.function	Gene.ontology.IDs
TRINITY_DN4542_c0_g1_i2	1	4	0	1	sp	P19682	ROC3_NICSY	28.6	77	54	1	84	314	189	264	2.5e-06	54.3	ROC3_NICSY	reviewed	28 kDa ribonucleoprotein, chloroplastic (28RNP)		Nicotiana sylvestris (Wood tobacco) (South American tobacco)	276	mRNA processing [GO:0006397]	chloroplast [GO:0009507]	chloroplast [GO:0009507]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]	RNA binding [GO:0003723]	GO:0003723; GO:0006397; GO:0009507
TRINITY_DN12532_c0_g1_i13	2	3	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1951_c0_g1_i18	27	1	0	2	sp	B3SRQ2	MYD88_SALSA	28.6	287	180	9	164	997	11	281	2.6e-19	99	MYD88_SALSA	reviewed	Myeloid differentiation primary response protein MyD88	myd88	Salmo salar (Atlantic salmon)	283	inflammatory response [GO:0006954]; innate immune response [GO:0045087]; MyD88-dependent toll-like receptor signaling pathway [GO:0002755]; negative regulation of gene expression [GO:0010629]; positive regulation of gene expression [GO:0010628]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]	microtubule organizing center [GO:0005815]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]	microtubule organizing center [GO:0005815]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; TIR domain binding [GO:0070976]; transcription factor binding [GO:0008134]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; MyD88-dependent toll-like receptor signaling pathway [GO:0002755]; negative regulation of gene expression [GO:0010629]; positive regulation of gene expression [GO:0010628]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]	TIR domain binding [GO:0070976]; transcription factor binding [GO:0008134]	GO:0002755; GO:0005634; GO:0005815; GO:0006954; GO:0008134; GO:0010628; GO:0010629; GO:0043123; GO:0045087; GO:0048471; GO:0070976
TRINITY_DN19814_c0_g1_i1	0	1	0	1	sp	A7NS27	PYRF_ROSCS	42.9	273	133	8	94	861	1	267	9.9e-49	196.1	PYRF_ROSCS	reviewed	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	pyrF Rcas_4349	Roseiflexus castenholzii (strain DSM 13941 / HLO8)	272	'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]		orotidine-5'-phosphate decarboxylase activity [GO:0004590]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]	orotidine-5'-phosphate decarboxylase activity [GO:0004590]	GO:0004590; GO:0006207; GO:0044205
TRINITY_DN7146_c0_g1_i7	128	0	14	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4_c0_g1_i6	64	62	0	2	sp	P0CG82	UBIQP_TETPY	98.7	305	4	0	57	971	1	305	3.8e-164	579.7	UBIQP_TETPY	reviewed	Polyubiquitin [Cleaved into: Ubiquitin]	TU20	Tetrahymena pyriformis	381		cytoplasm [GO:0005737]; nucleus [GO:0005634]	cytoplasm [GO:0005737]; nucleus [GO:0005634]		GO:0005634; GO:0005737
TRINITY_DN3942_c0_g5_i3	2	1	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN10415_c0_g1_i1	0	1	0	1	sp	F4J4C8	EVN_ARATH	31.4	255	159	7	759	1502	322	567	6.1e-27	124	EVN_ARATH	reviewed	Dolichol kinase EVAN (EC 2.7.1.108)	EVN At3g45040 F14D17.110	Arabidopsis thaliana (Mouse-ear cress)	569	dolichyl monophosphate biosynthetic process [GO:0043048]; pollen development [GO:0009555]; pollen tube reception [GO:0010483]; protein glycosylation [GO:0006486]	endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]	endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]; dolichol kinase activity [GO:0004168]; dolichyl monophosphate biosynthetic process [GO:0043048]; pollen development [GO:0009555]; pollen tube reception [GO:0010483]; protein glycosylation [GO:0006486]	dolichol kinase activity [GO:0004168]	GO:0004168; GO:0005783; GO:0006486; GO:0009555; GO:0010483; GO:0030176; GO:0043048
TRINITY_DN11234_c0_g1_i2	0	6	0	1	sp	Q8VYF1	RL152_ARATH	66.2	204	69	0	42	653	1	204	4.9e-72	272.7	RL152_ARATH	reviewed	60S ribosomal protein L15-2	RPL15B At4g17390 dl4730c FCAALL.32	Arabidopsis thaliana (Mouse-ear cress)	204	cytoplasmic translation [GO:0002181]	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; nucleolus [GO:0005730]	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; nucleolus [GO:0005730]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]	mRNA binding [GO:0003729]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	GO:0002181; GO:0003723; GO:0003729; GO:0003735; GO:0005730; GO:0005829; GO:0022625
TRINITY_DN17_c0_g2_i21	0	9	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN88_c1_g1_i29	0	3	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN14170_c0_g1_i1	22	9	0	2	sp	Q56XG6	RH15_ARATH	66	423	138	3	118	1377	6	425	4.9e-155	549.3	RH15_ARATH	reviewed	DEAD-box ATP-dependent RNA helicase 15 (EC 3.6.4.13) (UAP56 homolog A)	RH15 UAP56A At5g11170 F2I11.60	Arabidopsis thaliana (Mouse-ear cress)	427	mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; response to cadmium ion [GO:0046686]; RNA splicing [GO:0008380]	cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleus [GO:0005634]; plasmodesma [GO:0009506]	cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleus [GO:0005634]; plasmodesma [GO:0009506]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; double-stranded DNA binding [GO:0003690]; double-stranded RNA binding [GO:0003725]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; single-stranded RNA binding [GO:0003727]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; response to cadmium ion [GO:0046686]; RNA splicing [GO:0008380]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; double-stranded DNA binding [GO:0003690]; double-stranded RNA binding [GO:0003725]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; single-stranded RNA binding [GO:0003727]	GO:0003690; GO:0003723; GO:0003724; GO:0003725; GO:0003727; GO:0005524; GO:0005634; GO:0005730; GO:0005829; GO:0006397; GO:0008380; GO:0009506; GO:0016887; GO:0046686; GO:0051028
TRINITY_DN6967_c0_g1_i3	1521	2719	0	1	sp	P14562	LAMP1_RAT	29.7	229	129	7	307	978	206	407	9.1e-15	83.6	LAMP1_RAT	reviewed	Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (120 kDa lysosomal membrane glycoprotein) (LGP-120) (CD107 antigen-like family member A) (CD antigen CD107a)	Lamp1 Lamp-1	Rattus norvegicus (Rat)	407	autophagic cell death [GO:0048102]; establishment of protein localization to organelle [GO:0072594]; Golgi to lysosome transport [GO:0090160]; granzyme-mediated apoptotic signaling pathway [GO:0008626]; positive regulation of natural killer cell degranulation [GO:0043323]; positive regulation of natural killer cell mediated cytotoxicity [GO:0045954]; protein stabilization [GO:0050821]; regulation of organelle transport along microtubule [GO:1902513]	alveolar lamellar body [GO:0097208]; autolysosome [GO:0044754]; cell surface [GO:0009986]; cytolytic granule [GO:0044194]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; dendrite [GO:0030425]; endosome [GO:0005768]; endosome membrane [GO:0010008]; external side of plasma membrane [GO:0009897]; integral component of synaptic vesicle membrane [GO:0030285]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; melanosome [GO:0042470]; multivesicular body [GO:0005771]; neuronal cell body [GO:0043025]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle [GO:0045335]; phagolysosome membrane [GO:0061474]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; synaptic vesicle [GO:0008021]; vacuole [GO:0005773]; vesicle [GO:0031982]	alveolar lamellar body [GO:0097208]; autolysosome [GO:0044754]; cell surface [GO:0009986]; cytolytic granule [GO:0044194]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; dendrite [GO:0030425]; endosome [GO:0005768]; endosome membrane [GO:0010008]; external side of plasma membrane [GO:0009897]; integral component of synaptic vesicle membrane [GO:0030285]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; melanosome [GO:0042470]; multivesicular body [GO:0005771]; neuronal cell body [GO:0043025]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle [GO:0045335]; phagolysosome membrane [GO:0061474]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; synaptic vesicle [GO:0008021]; vacuole [GO:0005773]; vesicle [GO:0031982]; enzyme binding [GO:0019899]; protein domain specific binding [GO:0019904]; autophagic cell death [GO:0048102]; establishment of protein localization to organelle [GO:0072594]; Golgi to lysosome transport [GO:0090160]; granzyme-mediated apoptotic signaling pathway [GO:0008626]; positive regulation of natural killer cell degranulation [GO:0043323]; positive regulation of natural killer cell mediated cytotoxicity [GO:0045954]; protein stabilization [GO:0050821]; regulation of organelle transport along microtubule [GO:1902513]	enzyme binding [GO:0019899]; protein domain specific binding [GO:0019904]	GO:0005737; GO:0005764; GO:0005765; GO:0005768; GO:0005770; GO:0005771; GO:0005773; GO:0005829; GO:0005886; GO:0008021; GO:0008626; GO:0009897; GO:0009986; GO:0010008; GO:0019899; GO:0019904; GO:0030285; GO:0030425; GO:0031410; GO:0031902; GO:0031982; GO:0042383; GO:0042470; GO:0043025; GO:0043323; GO:0044194; GO:0044754; GO:0045335; GO:0045954; GO:0048102; GO:0048471; GO:0050821; GO:0061474; GO:0072594; GO:0090160; GO:0097208; GO:1902513
TRINITY_DN29262_c0_g1_i1	1	4	0	1	sp	Q28DS0	SAE1_XENTR	33.8	201	117	4	47	607	9	207	9.8e-20	99	SAE1_XENTR	reviewed	SUMO-activating enzyme subunit 1 (Ubiquitin-like 1-activating enzyme E1A)	sae1 uble1a TGas081c19.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	347	definitive hemopoiesis [GO:0060216]; hematopoietic stem cell homeostasis [GO:0061484]; protein modification by small protein conjugation [GO:0032446]; protein sumoylation [GO:0016925]	cytoplasm [GO:0005737]; SUMO activating enzyme complex [GO:0031510]	cytoplasm [GO:0005737]; SUMO activating enzyme complex [GO:0031510]; protein C-terminus binding [GO:0008022]; SUMO activating enzyme activity [GO:0019948]; definitive hemopoiesis [GO:0060216]; hematopoietic stem cell homeostasis [GO:0061484]; protein modification by small protein conjugation [GO:0032446]; protein sumoylation [GO:0016925]	protein C-terminus binding [GO:0008022]; SUMO activating enzyme activity [GO:0019948]	GO:0005737; GO:0008022; GO:0016925; GO:0019948; GO:0031510; GO:0032446; GO:0060216; GO:0061484
TRINITY_DN4683_c0_g2_i4	2	1	0	2	sp	F4KDH9	FIPS5_ARATH	38.6	57	35	0	322	492	338	394	5.4e-06	53.5	FIPS5_ARATH	reviewed	FIP1[V]-like protein (AtFIP1(V)) (Factor interacting with poly(A) polymerase 1-like 5) (AtFIPS5) (Protein HOMOLOG OF YEAST FIP1 [V])	FIPS5 FIP1[V] At5g58040	Arabidopsis thaliana (Mouse-ear cress)	1196	mRNA processing [GO:0006397]	nucleus [GO:0005634]	nucleus [GO:0005634]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]	identical protein binding [GO:0042802]; RNA binding [GO:0003723]	GO:0003723; GO:0005634; GO:0006397; GO:0042802
TRINITY_DN17449_c0_g1_i1	15	1	0	2	sp	Q9UNX4	WDR3_HUMAN	33.5	925	502	18	35	2545	3	902	3.4e-129	464.2	WDR3_HUMAN	reviewed	WD repeat-containing protein 3	WDR3	Homo sapiens (Human)	943	maturation of SSU-rRNA [GO:0030490]; rRNA processing [GO:0006364]	nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]; small-subunit processome [GO:0032040]	nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]; small-subunit processome [GO:0032040]; RNA binding [GO:0003723]; snoRNA binding [GO:0030515]; maturation of SSU-rRNA [GO:0030490]; rRNA processing [GO:0006364]	RNA binding [GO:0003723]; snoRNA binding [GO:0030515]	GO:0003723; GO:0005654; GO:0005730; GO:0006364; GO:0030490; GO:0030515; GO:0031965; GO:0032040; GO:0034388
TRINITY_DN2340_c0_g1_i3	8	5	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN14191_c0_g1_i2	0	1	0	1	sp	Q9VAI0	GNA1_DROME	33.8	130	83	1	167	547	44	173	1.4e-16	88.2	GNA1_DROME	reviewed	Probable glucosamine 6-phosphate N-acetyltransferase (EC 2.3.1.4) (Phosphoglucosamine acetylase) (Phosphoglucosamine transacetylase)	Gnpnat CG1969	Drosophila melanogaster (Fruit fly)	219	UDP-N-acetylglucosamine biosynthetic process [GO:0006048]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; Golgi apparatus [GO:0005794]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; Golgi apparatus [GO:0005794]; glucosamine 6-phosphate N-acetyltransferase activity [GO:0004343]; monosaccharide binding [GO:0048029]; N-acetyltransferase activity [GO:0008080]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]	glucosamine 6-phosphate N-acetyltransferase activity [GO:0004343]; monosaccharide binding [GO:0048029]; N-acetyltransferase activity [GO:0008080]	GO:0004343; GO:0005783; GO:0005793; GO:0005794; GO:0006048; GO:0008080; GO:0048029
TRINITY_DN2394_c1_g1_i7	6	4	0	2	sp	Q8LC68	NRP2_ARATH	23.9	222	147	5	52	663	9	226	7.1e-18	93.2	NRP2_ARATH	reviewed	NAP1-related protein 2 (Nucleosome/chromatin assembly factor group A5) (Protein SET homolog 2)	NRP2 NFA5 At1g18800 F6A14.10	Arabidopsis thaliana (Mouse-ear cress)	255	double-strand break repair via homologous recombination [GO:0000724]; nucleosome assembly [GO:0006334]; somatic cell DNA recombination [GO:0016444]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; chromatin binding [GO:0003682]; histone binding [GO:0042393]; double-strand break repair via homologous recombination [GO:0000724]; nucleosome assembly [GO:0006334]; somatic cell DNA recombination [GO:0016444]	chromatin binding [GO:0003682]; histone binding [GO:0042393]	GO:0000724; GO:0003682; GO:0005634; GO:0005737; GO:0005829; GO:0006334; GO:0016444; GO:0042393
TRINITY_DN3150_c1_g1_i11	401	706	0	1	sp	P62866	RS30_BOVIN	79.3	58	12	0	482	655	1	58	6.3e-18	92.8	RS30_BOVIN	reviewed	40S ribosomal protein S30	FAU	Bos taurus (Bovine)	59	translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]	cytosolic small ribosomal subunit [GO:0022627]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0022627
TRINITY_DN19332_c0_g1_i1	7	2	0	2	sp	P21872	PUR2_CHICK	41.1	214	109	6	68	703	798	996	1.9e-33	144.4	PUR2_CHICK	reviewed	Trifunctional purine biosynthetic protein adenosine-3 [Includes: Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (Glycinamide ribonucleotide synthetase) (GARS) (Phosphoribosylglycinamide synthetase); Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase); Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)]	GART	Gallus gallus (Chicken)	1003	'de novo' IMP biosynthetic process [GO:0006189]; adenine biosynthetic process [GO:0046084]; purine nucleotide biosynthetic process [GO:0006164]	cytosol [GO:0005829]	cytosol [GO:0005829]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylamine-glycine ligase activity [GO:0004637]; phosphoribosylformylglycinamidine cyclo-ligase activity [GO:0004641]; phosphoribosylglycinamide formyltransferase activity [GO:0004644]; 'de novo' IMP biosynthetic process [GO:0006189]; adenine biosynthetic process [GO:0046084]; purine nucleotide biosynthetic process [GO:0006164]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylamine-glycine ligase activity [GO:0004637]; phosphoribosylformylglycinamidine cyclo-ligase activity [GO:0004641]; phosphoribosylglycinamide formyltransferase activity [GO:0004644]	GO:0004637; GO:0004641; GO:0004644; GO:0005524; GO:0005829; GO:0006164; GO:0006189; GO:0046084; GO:0046872
TRINITY_DN129_c0_g1_i10	0	10	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2614_c1_g1_i6	1	0	1	4	sp	Q7ZVR8	ESRP2_DANRE	28.2	362	208	8	20	1072	212	532	7.7e-28	127.1	ESRP2_DANRE	reviewed	Epithelial splicing regulatory protein 2 (RNA-binding motif protein 35B) (RNA-binding protein 35B)	esrp2 rbm35b zgc:77254	Danio rerio (Zebrafish) (Brachydanio rerio)	736	mRNA processing [GO:0006397]; regulation of RNA splicing [GO:0043484]; RNA splicing [GO:0008380]	nucleoplasm [GO:0005654]; nucleus [GO:0005634]	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; regulation of RNA splicing [GO:0043484]; RNA splicing [GO:0008380]	mRNA binding [GO:0003729]; RNA binding [GO:0003723]	GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0006397; GO:0008380; GO:0043484
TRINITY_DN1454_c0_g1_i6	4	7	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1070_c0_g1_i3	14	7	0	2	sp	O19110	TSPY1_BOVIN	27.2	213	139	9	60	677	107	310	8.1e-06	53.1	TSPY1_BOVIN	reviewed	Testis-specific Y-encoded protein 1 (bTSPY)	TSPY1 TSPY	Bos taurus (Bovine)	317	cell differentiation [GO:0030154]; gonadal mesoderm development [GO:0007506]; nucleosome assembly [GO:0006334]; spermatogenesis [GO:0007283]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; chromatin binding [GO:0003682]; histone binding [GO:0042393]; cell differentiation [GO:0030154]; gonadal mesoderm development [GO:0007506]; nucleosome assembly [GO:0006334]; spermatogenesis [GO:0007283]	chromatin binding [GO:0003682]; histone binding [GO:0042393]	GO:0003682; GO:0005634; GO:0005737; GO:0006334; GO:0007283; GO:0007506; GO:0030154; GO:0042393
TRINITY_DN7814_c0_g1_i2	0	4	0	1	sp	Q81LW0	SODM1_BACAN	31	216	131	7	134	778	2	200	1.6e-21	106.3	SODM1_BACAN	reviewed	Superoxide dismutase [Mn] 1 (EC 1.15.1.1)	sodA1 sodA-1 BA_4499 GBAA_4499 BAS4177	Bacillus anthracis	203	removal of superoxide radicals [GO:0019430]		metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]; removal of superoxide radicals [GO:0019430]	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	GO:0004784; GO:0019430; GO:0046872
TRINITY_DN1307_c0_g1_i1	9	0	1	2	sp	Q9UHI6	DDX20_HUMAN	39.6	391	205	9	64	1206	52	421	6e-66	253.8	DDX20_HUMAN	reviewed	Probable ATP-dependent RNA helicase DDX20 (EC 3.6.4.13) (Component of gems 3) (DEAD box protein 20) (DEAD box protein DP 103) (Gemin-3)	DDX20 DP103 GEMIN3	Homo sapiens (Human)	824	import into nucleus [GO:0051170]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of transcription by RNA polymerase II [GO:0000122]; oogenesis [GO:0048477]; positive regulation of apoptotic process [GO:0043065]; regulation of steroid biosynthetic process [GO:0050810]; RNA processing [GO:0006396]; spliceosomal snRNP assembly [GO:0000387]; spliceosomal tri-snRNP complex assembly [GO:0000244]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; Gemini of coiled bodies [GO:0097504]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription repressor complex [GO:0090571]; SMN complex [GO:0032797]; SMN-Sm protein complex [GO:0034719]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; Gemini of coiled bodies [GO:0097504]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription repressor complex [GO:0090571]; SMN complex [GO:0032797]; SMN-Sm protein complex [GO:0034719]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; histone deacetylase binding [GO:0042826]; protein domain specific binding [GO:0019904]; protein-macromolecule adaptor activity [GO:0030674]; repressing transcription factor binding [GO:0070491]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; import into nucleus [GO:0051170]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of transcription by RNA polymerase II [GO:0000122]; oogenesis [GO:0048477]; positive regulation of apoptotic process [GO:0043065]; regulation of steroid biosynthetic process [GO:0050810]; RNA processing [GO:0006396]; spliceosomal snRNP assembly [GO:0000387]; spliceosomal tri-snRNP complex assembly [GO:0000244]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; histone deacetylase binding [GO:0042826]; protein domain specific binding [GO:0019904]; protein-macromolecule adaptor activity [GO:0030674]; repressing transcription factor binding [GO:0070491]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]	GO:0000122; GO:0000244; GO:0000387; GO:0003677; GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005856; GO:0006396; GO:0008285; GO:0016020; GO:0019904; GO:0030674; GO:0032797; GO:0034719; GO:0042826; GO:0043065; GO:0048477; GO:0050810; GO:0051170; GO:0070491; GO:0090571; GO:0097504
TRINITY_DN7760_c0_g1_i14	8	36	0	1	sp	Q8N9H8	MUT7_HUMAN	25.7	755	484	19	442	2517	104	844	1.7e-54	216.9	MUT7_HUMAN	reviewed	Exonuclease mut-7 homolog (EC 3.1.-.-) (Exonuclease 3'-5' domain-containing protein 3)	EXD3 HBE269	Homo sapiens (Human)	876			3'-5' exonuclease activity [GO:0008408]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]	3'-5' exonuclease activity [GO:0008408]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0008408; GO:0046872
TRINITY_DN22900_c0_g1_i1	0	2	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4834_c0_g1_i30	11	12	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6514_c0_g1_i1	11	6	0	2	sp	Q8C5Q4	GRSF1_MOUSE	28	243	118	8	939	1526	242	474	1.3e-15	86.3	GRSF1_MOUSE	reviewed	G-rich sequence factor 1 (GRSF-1)	Grsf1	Mus musculus (Mouse)	479	anterior/posterior pattern specification [GO:0009952]; morphogenesis of embryonic epithelium [GO:0016331]; mRNA processing [GO:0006397]; positive regulation of mitochondrial RNA catabolic process [GO:0000962]; regulation of RNA splicing [GO:0043484]; tRNA processing [GO:0008033]	mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; ribonucleoprotein complex [GO:1990904]; ribonucleoprotein granule [GO:0035770]	mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; ribonucleoprotein complex [GO:1990904]; ribonucleoprotein granule [GO:0035770]; RNA binding [GO:0003723]; anterior/posterior pattern specification [GO:0009952]; morphogenesis of embryonic epithelium [GO:0016331]; mRNA processing [GO:0006397]; positive regulation of mitochondrial RNA catabolic process [GO:0000962]; regulation of RNA splicing [GO:0043484]; tRNA processing [GO:0008033]	RNA binding [GO:0003723]	GO:0000962; GO:0003723; GO:0005654; GO:0005739; GO:0006397; GO:0008033; GO:0009952; GO:0016331; GO:0035770; GO:0042645; GO:0043484; GO:1990904
TRINITY_DN1696_c2_g2_i1	0	36	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3032_c0_g1_i1	0	0	1	3	sp	Q3EDF8	PPR28_ARATH	24.5	343	237	11	141	1103	207	549	2.8e-17	91.7	PPR28_ARATH	reviewed	Pentatricopeptide repeat-containing protein At1g09900	At1g09900 F21M12.38	Arabidopsis thaliana (Mouse-ear cress)	598					
TRINITY_DN4206_c0_g2_i3	0	0	1	3	sp	P61758	PFD3_HUMAN	45	169	89	2	154	651	25	192	3.2e-31	137.9	PFD3_HUMAN	reviewed	Prefoldin subunit 3 (HIBBJ46) (von Hippel-Lindau-binding protein 1) (VBP-1) (VHL-binding protein 1)	VBP1 PFDN3	Homo sapiens (Human)	197	microtubule-based process [GO:0007017]; protein folding [GO:0006457]; tubulin complex assembly [GO:0007021]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nucleus [GO:0005634]; polysome [GO:0005844]; prefoldin complex [GO:0016272]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nucleus [GO:0005634]; polysome [GO:0005844]; prefoldin complex [GO:0016272]; tubulin binding [GO:0015631]; microtubule-based process [GO:0007017]; protein folding [GO:0006457]; tubulin complex assembly [GO:0007021]	tubulin binding [GO:0015631]	GO:0005634; GO:0005737; GO:0005829; GO:0005844; GO:0006457; GO:0007017; GO:0007021; GO:0015631; GO:0016272; GO:0043231
