Trinity_ID	380822	380823	380824	380825	cluster	swissprot	uniprot_acc_ID	gene_id	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	Entry.name	Status	Protein.names	Gene.names	Organism	Length	Gene.ontology.biological.process	Gene.ontology.cellular.component	Gene.ontology.GO	Gene.ontology.molecular.function	Gene.ontology.IDs
TRINITY_DN2310_c0_g1_i2	300	287	53	43	2	sp	A1ZA47	ZASP_DROME	61.1	208	79	1	484	1101	1987	2194	4.6e-81	303.9	ZASP_DROME	reviewed	PDZ and LIM domain protein Zasp (Z band alternatively spliced PDZ-motif protein)	Zasp52 Zasp CG30084	Drosophila melanogaster (Fruit fly)	2194	actin cytoskeleton organization [GO:0030036]; muscle structure development [GO:0061061]; myofibril assembly [GO:0030239]; regulation of cell-matrix adhesion [GO:0001952]	actin cytoskeleton [GO:0015629]; adherens junction [GO:0005912]; apical part of cell [GO:0045177]; basal part of cell [GO:0045178]; basolateral plasma membrane [GO:0016323]; cell leading edge [GO:0031252]; filamentous actin [GO:0031941]; focal adhesion [GO:0005925]; muscle tendon junction [GO:0005927]; stress fiber [GO:0001725]; Z disc [GO:0030018]; zonula adherens [GO:0005915]	actin cytoskeleton [GO:0015629]; adherens junction [GO:0005912]; apical part of cell [GO:0045177]; basal part of cell [GO:0045178]; basolateral plasma membrane [GO:0016323]; cell leading edge [GO:0031252]; filamentous actin [GO:0031941]; focal adhesion [GO:0005925]; muscle tendon junction [GO:0005927]; stress fiber [GO:0001725]; Z disc [GO:0030018]; zonula adherens [GO:0005915]; actin binding [GO:0003779]; actinin binding [GO:0042805]; metal ion binding [GO:0046872]; muscle alpha-actinin binding [GO:0051371]; actin cytoskeleton organization [GO:0030036]; muscle structure development [GO:0061061]; myofibril assembly [GO:0030239]; regulation of cell-matrix adhesion [GO:0001952]	actin binding [GO:0003779]; actinin binding [GO:0042805]; metal ion binding [GO:0046872]; muscle alpha-actinin binding [GO:0051371]	GO:0001725; GO:0001952; GO:0003779; GO:0005912; GO:0005915; GO:0005925; GO:0005927; GO:0015629; GO:0016323; GO:0030018; GO:0030036; GO:0030239; GO:0031252; GO:0031941; GO:0042805; GO:0045177; GO:0045178; GO:0046872; GO:0051371; GO:0061061
TRINITY_DN2708_c0_g1_i2	86	87	646	454	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN60570_c0_g1_i6	364	256	3365	2430	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN13131_c0_g1_i5	0	0	99	62	1	sp	Q9ULT8	HECD1_HUMAN	47.8	2150	785	34	141	6149	652	2610	0	1711.4	HECD1_HUMAN	reviewed	E3 ubiquitin-protein ligase HECTD1 (EC 2.3.2.26) (E3 ligase for inhibin receptor) (EULIR) (HECT domain-containing protein 1) (HECT-type E3 ubiquitin transferase HECTD1)	HECTD1 KIAA1131	Homo sapiens (Human)	2610	anatomical structure development [GO:0048856]; aorta development [GO:0035904]; heart valve development [GO:0003170]; protein K63-linked ubiquitination [GO:0070534]; ventricular septum development [GO:0003281]		metal ion binding [GO:0046872]; ubiquitin-protein transferase activity [GO:0004842]; anatomical structure development [GO:0048856]; aorta development [GO:0035904]; heart valve development [GO:0003170]; protein K63-linked ubiquitination [GO:0070534]; ventricular septum development [GO:0003281]	metal ion binding [GO:0046872]; ubiquitin-protein transferase activity [GO:0004842]	GO:0003170; GO:0003281; GO:0004842; GO:0035904; GO:0046872; GO:0048856; GO:0070534
TRINITY_DN8852_c2_g2_i1	109	112	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN63_c0_g1_i16	169	184	16	0	2	sp	P08630	BTKL_DROME	60	447	172	6	1464	2798	333	774	2.3e-151	538.9	BTKL_DROME	reviewed	Tyrosine-protein kinase Btk29A (EC 2.7.10.2) (Dsrc28C) (Dsrc29a)	Btk29A Src2 Src29A Tec29 CG8049	Drosophila melanogaster (Fruit fly)	786	actin cytoskeleton organization [GO:0030036]; cellularization [GO:0007349]; courtship behavior [GO:0007619]; determination of adult lifespan [GO:0008340]; DNA endoreduplication [GO:0042023]; dorsal closure [GO:0007391]; female germline ring canal formation [GO:0007301]; head involution [GO:0008258]; imaginal disc-derived male genitalia development [GO:0007485]; JNK cascade [GO:0007254]; oocyte karyosome formation [GO:0030717]; oogenesis [GO:0048477]; open tracheal system development [GO:0007424]; ovarian fusome organization [GO:0030723]; ovarian nurse cell to oocyte transport [GO:0007300]; peptidyl-tyrosine autophosphorylation [GO:0038083]; peptidyl-tyrosine phosphorylation [GO:0018108]; regulation of actin filament polymerization [GO:0030833]; salivary gland morphogenesis [GO:0007435]; sensitization [GO:0046960]; spiracle morphogenesis, open tracheal system [GO:0035277]	apical part of cell [GO:0045177]; cell periphery [GO:0071944]; cytoplasm [GO:0005737]; germline ring canal [GO:0045172]; plasma membrane [GO:0005886]	apical part of cell [GO:0045177]; cell periphery [GO:0071944]; cytoplasm [GO:0005737]; germline ring canal [GO:0045172]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein tyrosine kinase activity [GO:0004713]; actin cytoskeleton organization [GO:0030036]; cellularization [GO:0007349]; courtship behavior [GO:0007619]; determination of adult lifespan [GO:0008340]; DNA endoreduplication [GO:0042023]; dorsal closure [GO:0007391]; female germline ring canal formation [GO:0007301]; head involution [GO:0008258]; imaginal disc-derived male genitalia development [GO:0007485]; JNK cascade [GO:0007254]; oocyte karyosome formation [GO:0030717]; oogenesis [GO:0048477]; open tracheal system development [GO:0007424]; ovarian fusome organization [GO:0030723]; ovarian nurse cell to oocyte transport [GO:0007300]; peptidyl-tyrosine autophosphorylation [GO:0038083]; peptidyl-tyrosine phosphorylation [GO:0018108]; regulation of actin filament polymerization [GO:0030833]; salivary gland morphogenesis [GO:0007435]; sensitization [GO:0046960]; spiracle morphogenesis, open tracheal system [GO:0035277]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein tyrosine kinase activity [GO:0004713]	GO:0004713; GO:0004715; GO:0005524; GO:0005737; GO:0005886; GO:0007254; GO:0007300; GO:0007301; GO:0007349; GO:0007391; GO:0007424; GO:0007435; GO:0007485; GO:0007619; GO:0008258; GO:0008340; GO:0018108; GO:0030036; GO:0030717; GO:0030723; GO:0030833; GO:0035277; GO:0038083; GO:0042023; GO:0045172; GO:0045177; GO:0046872; GO:0046960; GO:0048477; GO:0071944
TRINITY_DN1968_c0_g1_i3	445	187	1468	1015	1	sp	Q16822	PCKGM_HUMAN	68.5	616	191	2	517	2364	28	640	2.1e-264	913.3	PCKGM_HUMAN	reviewed	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial (PEPCK-M) (EC 4.1.1.32)	PCK2 PEPCK2	Homo sapiens (Human)	640	cellular response to dexamethasone stimulus [GO:0071549]; cellular response to glucose stimulus [GO:0071333]; cellular response to insulin stimulus [GO:0032869]; gluconeogenesis [GO:0006094]; glycerol biosynthetic process from pyruvate [GO:0046327]; hepatocyte differentiation [GO:0070365]; propionate catabolic process [GO:0019543]; pyruvate metabolic process [GO:0006090]; response to lipid [GO:0033993]; response to starvation [GO:0042594]	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; GTP binding [GO:0005525]; manganese ion binding [GO:0030145]; phosphoenolpyruvate carboxykinase (GTP) activity [GO:0004613]; phosphoenolpyruvate carboxykinase activity [GO:0004611]; cellular response to dexamethasone stimulus [GO:0071549]; cellular response to glucose stimulus [GO:0071333]; cellular response to insulin stimulus [GO:0032869]; gluconeogenesis [GO:0006094]; glycerol biosynthetic process from pyruvate [GO:0046327]; hepatocyte differentiation [GO:0070365]; propionate catabolic process [GO:0019543]; pyruvate metabolic process [GO:0006090]; response to lipid [GO:0033993]; response to starvation [GO:0042594]	GTP binding [GO:0005525]; manganese ion binding [GO:0030145]; phosphoenolpyruvate carboxykinase (GTP) activity [GO:0004613]; phosphoenolpyruvate carboxykinase activity [GO:0004611]	GO:0004611; GO:0004613; GO:0005525; GO:0005739; GO:0005759; GO:0005829; GO:0006090; GO:0006094; GO:0019543; GO:0030145; GO:0032869; GO:0033993; GO:0042594; GO:0046327; GO:0070365; GO:0071333; GO:0071549
TRINITY_DN5253_c0_g1_i1	9	0	218	227	1	sp	A1Z713	VPS13_DROME	31.9	3466	1979	66	137	9919	2	3292	0	1637.1	VPS13_DROME	reviewed	Vacuolar protein sorting-associated protein 13	Vps13 CG2093	Drosophila melanogaster (Fruit fly)	3321	protein metabolic process [GO:0019538]; protein retention in Golgi apparatus [GO:0045053]; protein targeting to vacuole [GO:0006623]	extrinsic component of membrane [GO:0019898]; late endosome membrane [GO:0031902]	extrinsic component of membrane [GO:0019898]; late endosome membrane [GO:0031902]; protein metabolic process [GO:0019538]; protein retention in Golgi apparatus [GO:0045053]; protein targeting to vacuole [GO:0006623]		GO:0006623; GO:0019538; GO:0019898; GO:0031902; GO:0045053
TRINITY_DN10286_c0_g1_i1	17	39	221	397	3	sp	P17861	XBP1_HUMAN	66.7	57	18	1	422	589	48	104	2.6e-08	62	XBP1_HUMAN	reviewed	X-box-binding protein 1 (XBP-1) (Tax-responsive element-binding protein 5) (TREB-5) [Cleaved into: X-box-binding protein 1, cytoplasmic form; X-box-binding protein 1, luminal form]	XBP1 TREB5 XBP2	Homo sapiens (Human)	261	adipose tissue development [GO:0060612]; angiogenesis [GO:0001525]; ATF6-mediated unfolded protein response [GO:0036500]; autophagy [GO:0006914]; cellular response to amino acid stimulus [GO:0071230]; cellular response to fluid shear stress [GO:0071498]; cellular response to fructose stimulus [GO:0071332]; cellular response to glucose starvation [GO:0042149]; cellular response to glucose stimulus [GO:0071333]; cellular response to insulin stimulus [GO:0032869]; cellular response to interleukin-4 [GO:0071353]; cellular response to laminar fluid shear stress [GO:0071499]; cellular response to leukemia inhibitory factor [GO:1990830]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to nutrient [GO:0031670]; cellular response to oxidative stress [GO:0034599]; cellular response to peptide hormone stimulus [GO:0071375]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; cellular triglyceride homeostasis [GO:0035356]; cholesterol homeostasis [GO:0042632]; endoplasmic reticulum unfolded protein response [GO:0030968]; endothelial cell proliferation [GO:0001935]; epithelial cell maturation involved in salivary gland development [GO:0060691]; exocrine pancreas development [GO:0031017]; fatty acid biosynthetic process [GO:0006633]; fatty acid homeostasis [GO:0055089]; immune response [GO:0006955]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; IRE1-mediated unfolded protein response [GO:0036498]; liver development [GO:0001889]; muscle organ development [GO:0007517]; negative regulation of apoptotic process [GO:0043066]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; negative regulation of endoplasmic reticulum unfolded protein response [GO:1900102]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of myotube differentiation [GO:0010832]; negative regulation of pathway-restricted SMAD protein phosphorylation [GO:0060394]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; neuron development [GO:0048666]; organelle organization [GO:0006996]; phosphatidylinositol 3-kinase signaling [GO:0014065]; positive regulation of angiogenesis [GO:0045766]; positive regulation of autophagy [GO:0010508]; positive regulation of B cell differentiation [GO:0045579]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of endoplasmic reticulum unfolded protein response [GO:1900103]; positive regulation of endothelial cell apoptotic process [GO:2000353]; positive regulation of ER-associated ubiquitin-dependent protein catabolic process [GO:1903071]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of hepatocyte proliferation [GO:2000347]; positive regulation of histone methylation [GO:0031062]; positive regulation of immunoglobulin production [GO:0002639]; positive regulation of immunoglobulin secretion [GO:0051024]; positive regulation of interleukin-6 secretion [GO:2000778]; positive regulation of lactation [GO:1903489]; positive regulation of MHC class II biosynthetic process [GO:0045348]; positive regulation of phospholipid biosynthetic process [GO:0071073]; positive regulation of plasma cell differentiation [GO:1900100]; positive regulation of protein acetylation [GO:1901985]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of protein kinase B signaling [GO:0051897]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of T cell differentiation [GO:0045582]; positive regulation of TOR signaling [GO:0032008]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress [GO:1990440]; positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response [GO:0006990]; positive regulation of vascular associated smooth muscle cell migration [GO:1904754]; positive regulation of vascular smooth muscle cell proliferation [GO:1904707]; positive regulation of vascular wound healing [GO:0035470]; protein destabilization [GO:0031648]; protein transport [GO:0015031]; regulation of autophagy [GO:0010506]; regulation of cell growth [GO:0001558]; regulation of protein stability [GO:0031647]; response to endoplasmic reticulum stress [GO:0034976]; response to insulin-like growth factor stimulus [GO:1990418]; sterol homeostasis [GO:0055092]; transcription by RNA polymerase II [GO:0006366]; ubiquitin-dependent protein catabolic process [GO:0006511]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; chromatin DNA binding [GO:0031490]; cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; estrogen receptor binding [GO:0030331]; protease binding [GO:0002020]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; ubiquitin protein ligase binding [GO:0031625]; adipose tissue development [GO:0060612]; angiogenesis [GO:0001525]; ATF6-mediated unfolded protein response [GO:0036500]; autophagy [GO:0006914]; cellular response to amino acid stimulus [GO:0071230]; cellular response to fluid shear stress [GO:0071498]; cellular response to fructose stimulus [GO:0071332]; cellular response to glucose starvation [GO:0042149]; cellular response to glucose stimulus [GO:0071333]; cellular response to insulin stimulus [GO:0032869]; cellular response to interleukin-4 [GO:0071353]; cellular response to laminar fluid shear stress [GO:0071499]; cellular response to leukemia inhibitory factor [GO:1990830]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to nutrient [GO:0031670]; cellular response to oxidative stress [GO:0034599]; cellular response to peptide hormone stimulus [GO:0071375]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; cellular triglyceride homeostasis [GO:0035356]; cholesterol homeostasis [GO:0042632]; endoplasmic reticulum unfolded protein response [GO:0030968]; endothelial cell proliferation [GO:0001935]; epithelial cell maturation involved in salivary gland development [GO:0060691]; exocrine pancreas development [GO:0031017]; fatty acid biosynthetic process [GO:0006633]; fatty acid homeostasis [GO:0055089]; immune response [GO:0006955]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; IRE1-mediated unfolded protein response [GO:0036498]; liver development [GO:0001889]; muscle organ development [GO:0007517]; negative regulation of apoptotic process [GO:0043066]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; negative regulation of endoplasmic reticulum unfolded protein response [GO:1900102]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of myotube differentiation [GO:0010832]; negative regulation of pathway-restricted SMAD protein phosphorylation [GO:0060394]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; neuron development [GO:0048666]; organelle organization [GO:0006996]; phosphatidylinositol 3-kinase signaling [GO:0014065]; positive regulation of angiogenesis [GO:0045766]; positive regulation of autophagy [GO:0010508]; positive regulation of B cell differentiation [GO:0045579]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of endoplasmic reticulum unfolded protein response [GO:1900103]; positive regulation of endothelial cell apoptotic process [GO:2000353]; positive regulation of ER-associated ubiquitin-dependent protein catabolic process [GO:1903071]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of hepatocyte proliferation [GO:2000347]; positive regulation of histone methylation [GO:0031062]; positive regulation of immunoglobulin production [GO:0002639]; positive regulation of immunoglobulin secretion [GO:0051024]; positive regulation of interleukin-6 secretion [GO:2000778]; positive regulation of lactation [GO:1903489]; positive regulation of MHC class II biosynthetic process [GO:0045348]; positive regulation of phospholipid biosynthetic process [GO:0071073]; positive regulation of plasma cell differentiation [GO:1900100]; positive regulation of protein acetylation [GO:1901985]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of protein kinase B signaling [GO:0051897]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of T cell differentiation [GO:0045582]; positive regulation of TOR signaling [GO:0032008]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress [GO:1990440]; positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response [GO:0006990]; positive regulation of vascular associated smooth muscle cell migration [GO:1904754]; positive regulation of vascular smooth muscle cell proliferation [GO:1904707]; positive regulation of vascular wound healing [GO:0035470]; protein destabilization [GO:0031648]; protein transport [GO:0015031]; regulation of autophagy [GO:0010506]; regulation of cell growth [GO:0001558]; regulation of protein stability [GO:0031647]; response to endoplasmic reticulum stress [GO:0034976]; response to insulin-like growth factor stimulus [GO:1990418]; sterol homeostasis [GO:0055092]; transcription by RNA polymerase II [GO:0006366]; ubiquitin-dependent protein catabolic process [GO:0006511]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]	chromatin DNA binding [GO:0031490]; cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; estrogen receptor binding [GO:0030331]; protease binding [GO:0002020]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; ubiquitin protein ligase binding [GO:0031625]	GO:0000122; GO:0000976; GO:0000977; GO:0000978; GO:0000981; GO:0000987; GO:0001525; GO:0001558; GO:0001889; GO:0001934; GO:0001935; GO:0002020; GO:0002639; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0005783; GO:0005829; GO:0006366; GO:0006511; GO:0006633; GO:0006914; GO:0006955; GO:0006990; GO:0006996; GO:0007517; GO:0008284; GO:0010506; GO:0010508; GO:0010832; GO:0014065; GO:0015031; GO:0019901; GO:0030176; GO:0030331; GO:0030335; GO:0030512; GO:0030968; GO:0031017; GO:0031062; GO:0031490; GO:0031625; GO:0031647; GO:0031648; GO:0031670; GO:0032008; GO:0032869; GO:0034599; GO:0034976; GO:0035356; GO:0035470; GO:0035924; GO:0036498; GO:0036500; GO:0042149; GO:0042307; GO:0042632; GO:0042803; GO:0043066; GO:0045348; GO:0045579; GO:0045582; GO:0045600; GO:0045766; GO:0045944; GO:0046982; GO:0048010; GO:0048666; GO:0051024; GO:0051897; GO:0055089; GO:0055092; GO:0060394; GO:0060612; GO:0060691; GO:0070059; GO:0070373; GO:0071073; GO:0071222; GO:0071230; GO:0071332; GO:0071333; GO:0071353; GO:0071375; GO:0071498; GO:0071499; GO:1900100; GO:1900102; GO:1900103; GO:1901985; GO:1902236; GO:1903071; GO:1903489; GO:1904707; GO:1904754; GO:1990418; GO:1990440; GO:1990830; GO:2000347; GO:2000353; GO:2000778
TRINITY_DN527_c0_g1_i9	0	0	132	143	1	sp	Q9VF87	CYFIP_DROME	74.6	1285	297	6	1333	5103	3	1286	0	1944.5	CYFIP_DROME	reviewed	Cytoplasmic FMR1-interacting protein (Specifically Rac1-associated protein 1) (DSra-1)	Sra-1 Cyfip CG4931	Drosophila melanogaster (Fruit fly)	1291	axon guidance [GO:0007411]; cell adhesion mediated by integrin [GO:0033627]; cell morphogenesis [GO:0000902]; cell projection assembly [GO:0030031]; centripetally migrating follicle cell migration [GO:0060269]; chaeta development [GO:0022416]; compound eye morphogenesis [GO:0001745]; cortical actin cytoskeleton organization [GO:0030866]; positive regulation of filopodium assembly [GO:0051491]; regulation of actin filament polymerization [GO:0030833]; regulation of cell shape [GO:0008360]; regulation of synapse organization [GO:0050807]; regulation of translation [GO:0006417]	apical part of cell [GO:0045177]; cytoplasm [GO:0005737]; neuron projection [GO:0043005]; SCAR complex [GO:0031209]; synapse [GO:0045202]	apical part of cell [GO:0045177]; cytoplasm [GO:0005737]; neuron projection [GO:0043005]; SCAR complex [GO:0031209]; synapse [GO:0045202]; Rac GTPase binding [GO:0048365]; RNA 7-methylguanosine cap binding [GO:0000340]; axon guidance [GO:0007411]; cell adhesion mediated by integrin [GO:0033627]; cell morphogenesis [GO:0000902]; cell projection assembly [GO:0030031]; centripetally migrating follicle cell migration [GO:0060269]; chaeta development [GO:0022416]; compound eye morphogenesis [GO:0001745]; cortical actin cytoskeleton organization [GO:0030866]; positive regulation of filopodium assembly [GO:0051491]; regulation of actin filament polymerization [GO:0030833]; regulation of cell shape [GO:0008360]; regulation of synapse organization [GO:0050807]; regulation of translation [GO:0006417]	Rac GTPase binding [GO:0048365]; RNA 7-methylguanosine cap binding [GO:0000340]	GO:0000340; GO:0000902; GO:0001745; GO:0005737; GO:0006417; GO:0007411; GO:0008360; GO:0022416; GO:0030031; GO:0030833; GO:0030866; GO:0031209; GO:0033627; GO:0043005; GO:0045177; GO:0045202; GO:0048365; GO:0050807; GO:0051491; GO:0060269
TRINITY_DN4115_c2_g1_i1	6654	4986	2950	3703	2	sp	Q9VTH4	SCLLA_DROME	33.7	104	65	2	822	1130	152	252	1.7e-07	58.9	SCLLA_DROME	reviewed	Protein scylla (Protein regulated in development and DNA damage response 2) (REDD-2)	scyl CG7590	Drosophila melanogaster (Fruit fly)	280	apoptotic process [GO:0006915]; cell death [GO:0008219]; head involution [GO:0008258]; multicellular organism reproduction [GO:0032504]; negative regulation of growth [GO:0045926]; negative regulation of signal transduction [GO:0009968]; regulation of TOR signaling [GO:0032006]; response to oxidative stress [GO:0006979]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; apoptotic process [GO:0006915]; cell death [GO:0008219]; head involution [GO:0008258]; multicellular organism reproduction [GO:0032504]; negative regulation of growth [GO:0045926]; negative regulation of signal transduction [GO:0009968]; regulation of TOR signaling [GO:0032006]; response to oxidative stress [GO:0006979]		GO:0005737; GO:0006915; GO:0006979; GO:0008219; GO:0008258; GO:0009968; GO:0032006; GO:0032504; GO:0045926
TRINITY_DN43504_c0_g1_i5	408	528	4	303	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2789_c0_g3_i2	0	0	115	135	1	sp	Q5FYA8	ARSH_HUMAN	39.9	561	304	10	430	2091	7	541	3.2e-98	361.3	ARSH_HUMAN	reviewed	Arylsulfatase H (ASH) (EC 3.1.6.-)	ARSH	Homo sapiens (Human)	562		endoplasmic reticulum lumen [GO:0005788]; integral component of membrane [GO:0016021]	endoplasmic reticulum lumen [GO:0005788]; integral component of membrane [GO:0016021]; arylsulfatase activity [GO:0004065]; metal ion binding [GO:0046872]	arylsulfatase activity [GO:0004065]; metal ion binding [GO:0046872]	GO:0004065; GO:0005788; GO:0016021; GO:0046872
TRINITY_DN1968_c0_g1_i1	787	462	2164	1766	1	sp	Q16822	PCKGM_HUMAN	68.6	609	188	2	277	2103	35	640	2.7e-263	909.4	PCKGM_HUMAN	reviewed	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial (PEPCK-M) (EC 4.1.1.32)	PCK2 PEPCK2	Homo sapiens (Human)	640	cellular response to dexamethasone stimulus [GO:0071549]; cellular response to glucose stimulus [GO:0071333]; cellular response to insulin stimulus [GO:0032869]; gluconeogenesis [GO:0006094]; glycerol biosynthetic process from pyruvate [GO:0046327]; hepatocyte differentiation [GO:0070365]; propionate catabolic process [GO:0019543]; pyruvate metabolic process [GO:0006090]; response to lipid [GO:0033993]; response to starvation [GO:0042594]	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; GTP binding [GO:0005525]; manganese ion binding [GO:0030145]; phosphoenolpyruvate carboxykinase (GTP) activity [GO:0004613]; phosphoenolpyruvate carboxykinase activity [GO:0004611]; cellular response to dexamethasone stimulus [GO:0071549]; cellular response to glucose stimulus [GO:0071333]; cellular response to insulin stimulus [GO:0032869]; gluconeogenesis [GO:0006094]; glycerol biosynthetic process from pyruvate [GO:0046327]; hepatocyte differentiation [GO:0070365]; propionate catabolic process [GO:0019543]; pyruvate metabolic process [GO:0006090]; response to lipid [GO:0033993]; response to starvation [GO:0042594]	GTP binding [GO:0005525]; manganese ion binding [GO:0030145]; phosphoenolpyruvate carboxykinase (GTP) activity [GO:0004613]; phosphoenolpyruvate carboxykinase activity [GO:0004611]	GO:0004611; GO:0004613; GO:0005525; GO:0005739; GO:0005759; GO:0005829; GO:0006090; GO:0006094; GO:0019543; GO:0030145; GO:0032869; GO:0033993; GO:0042594; GO:0046327; GO:0070365; GO:0071333; GO:0071549
TRINITY_DN4235_c1_g1_i7	1238	733	57	29	2	sp	P21522	ROA1_SCHAM	68.7	182	56	1	174	719	8	188	2.9e-69	265	ROA1_SCHAM	reviewed	Heterogeneous nuclear ribonucleoprotein A1, A2/B1 homolog	HNRNP	Schistocerca americana (American grasshopper)	342		nucleus [GO:0005634]	nucleus [GO:0005634]; mRNA binding [GO:0003729]	mRNA binding [GO:0003729]	GO:0003729; GO:0005634
