Trinity_ID	178	359	463	cluster	swissprot	uniprot_acc_ID	gene_id	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	Entry.name	Status	Protein.names	Geme.names	Organism	Length	Gene.ontology.biological.process	Gene.ontology.cellular.component	Gene.ontology.GO	Gene.ontology.molecular.function	Gene.ontology.IDs
TRINITY_DN8534_c0_g1_i2	0	234	1	2	sp	O75844	FACE1_HUMAN	55.6	455	188	1	147	1469	16	470	6.9e-142	506.5	FACE1_HUMAN	reviewed	CAAX prenyl protease 1 homolog (EC 3.4.24.84) (Farnesylated proteins-converting enzyme 1) (FACE-1) (Prenyl protein-specific endoprotease 1) (Zinc metalloproteinase Ste24 homolog)	ZMPSTE24 FACE1 STE24	Homo sapiens (Human)	475	adult walking behavior [GO:0007628]; bone mineralization [GO:0030282]; CAAX-box protein processing [GO:0071586]; calcium ion import into sarcoplasmic reticulum [GO:1990036]; CAMKK-AMPK signaling cascade [GO:0061762]; cardiac conduction [GO:0061337]; cardiac muscle fiber development [GO:0048739]; cardiac ventricle development [GO:0003231]; cellular lipid metabolic process [GO:0044255]; cellular response to gamma radiation [GO:0071480]; determination of adult lifespan [GO:0008340]; DNA repair [GO:0006281]; growth plate cartilage development [GO:0003417]; hair follicle development [GO:0001942]; heart morphogenesis [GO:0003007]; histone H2A phosphorylation [GO:1990164]; histone H2B-K5 acetylation [GO:0043979]; hypomethylation of CpG island [GO:0044029]; inflammatory cell apoptotic process [GO:0006925]; kidney morphogenesis [GO:0060993]; liver development [GO:0001889]; maintenance of rDNA [GO:0043007]; multicellular organism growth [GO:0035264]; negative regulation of production of miRNAs involved in gene silencing by miRNA [GO:1903799]; neuromuscular process [GO:0050905]; nuclear envelope organization [GO:0006998]; prenylated protein catabolic process [GO:0030327]; proteolysis [GO:0006508]; regulation of autophagy [GO:0010506]; regulation of bone mineralization [GO:0030500]; regulation of cell shape [GO:0008360]; regulation of cellular senescence [GO:2000772]; regulation of defense response to virus [GO:0050688]; regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043516]; regulation of fibroblast proliferation [GO:0048145]; regulation of glucose metabolic process [GO:0010906]; regulation of histone H4-K16 acetylation [GO:2000618]; regulation of hormone metabolic process [GO:0032350]; regulation of lipid metabolic process [GO:0019216]; regulation of mitotic cell cycle DNA replication [GO:1903463]; regulation of multicellular organism growth [GO:0040014]; regulation of RNA polymerase II regulatory region sequence-specific DNA binding [GO:1903025]; regulation of stress-activated protein kinase signaling cascade [GO:0070302]; regulation of termination of RNA polymerase I transcription [GO:2000730]; regulation of TOR signaling [GO:0032006]; regulation of ventricular cardiac muscle cell membrane repolarization [GO:0060307]; response to DNA damage checkpoint signaling [GO:0072423]; thymus development [GO:0048538]; ventricular cardiac muscle tissue development [GO:0003229]	extracellular exosome [GO:0070062]; integral component of endoplasmic reticulum membrane [GO:0030176]; membrane [GO:0016020]; nuclear inner membrane [GO:0005637]; protein-containing complex [GO:0032991]	extracellular exosome [GO:0070062]; integral component of endoplasmic reticulum membrane [GO:0030176]; membrane [GO:0016020]; nuclear inner membrane [GO:0005637]; protein-containing complex [GO:0032991]; double-stranded DNA binding [GO:0003690]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; metalloexopeptidase activity [GO:0008235]; adult walking behavior [GO:0007628]; bone mineralization [GO:0030282]; CAAX-box protein processing [GO:0071586]; calcium ion import into sarcoplasmic reticulum [GO:1990036]; CAMKK-AMPK signaling cascade [GO:0061762]; cardiac conduction [GO:0061337]; cardiac muscle fiber development [GO:0048739]; cardiac ventricle development [GO:0003231]; cellular lipid metabolic process [GO:0044255]; cellular response to gamma radiation [GO:0071480]; determination of adult lifespan [GO:0008340]; DNA repair [GO:0006281]; growth plate cartilage development [GO:0003417]; hair follicle development [GO:0001942]; heart morphogenesis [GO:0003007]; histone H2A phosphorylation [GO:1990164]; histone H2B-K5 acetylation [GO:0043979]; hypomethylation of CpG island [GO:0044029]; inflammatory cell apoptotic process [GO:0006925]; kidney morphogenesis [GO:0060993]; liver development [GO:0001889]; maintenance of rDNA [GO:0043007]; multicellular organism growth [GO:0035264]; negative regulation of production of miRNAs involved in gene silencing by miRNA [GO:1903799]; neuromuscular process [GO:0050905]; nuclear envelope organization [GO:0006998]; prenylated protein catabolic process [GO:0030327]; proteolysis [GO:0006508]; regulation of autophagy [GO:0010506]; regulation of bone mineralization [GO:0030500]; regulation of cell shape [GO:0008360]; regulation of cellular senescence [GO:2000772]; regulation of defense response to virus [GO:0050688]; regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043516]; regulation of fibroblast proliferation [GO:0048145]; regulation of glucose metabolic process [GO:0010906]; regulation of histone H4-K16 acetylation [GO:2000618]; regulation of hormone metabolic process [GO:0032350]; regulation of lipid metabolic process [GO:0019216]; regulation of mitotic cell cycle DNA replication [GO:1903463]; regulation of multicellular organism growth [GO:0040014]; regulation of RNA polymerase II regulatory region sequence-specific DNA binding [GO:1903025]; regulation of stress-activated protein kinase signaling cascade [GO:0070302]; regulation of termination of RNA polymerase I transcription [GO:2000730]; regulation of TOR signaling [GO:0032006]; regulation of ventricular cardiac muscle cell membrane repolarization [GO:0060307]; response to DNA damage checkpoint signaling [GO:0072423]; thymus development [GO:0048538]; ventricular cardiac muscle tissue development [GO:0003229]	double-stranded DNA binding [GO:0003690]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; metalloexopeptidase activity [GO:0008235]	GO:0001889; GO:0001942; GO:0003007; GO:0003229; GO:0003231; GO:0003417; GO:0003690; GO:0004222; GO:0005637; GO:0006281; GO:0006508; GO:0006925; GO:0006998; GO:0007628; GO:0008235; GO:0008340; GO:0008360; GO:0010506; GO:0010906; GO:0016020; GO:0019216; GO:0030176; GO:0030282; GO:0030327; GO:0030500; GO:0032006; GO:0032350; GO:0032991; GO:0035264; GO:0040014; GO:0043007; GO:0043516; GO:0043979; GO:0044029; GO:0044255; GO:0046872; GO:0048145; GO:0048538; GO:0048739; GO:0050688; GO:0050905; GO:0060307; GO:0060993; GO:0061337; GO:0061762; GO:0070062; GO:0070302; GO:0071480; GO:0071586; GO:0072423; GO:1903025; GO:1903463; GO:1903799; GO:1990036; GO:1990164; GO:2000618; GO:2000730; GO:2000772
TRINITY_DN108947_c0_g1_i1	9	6	0	1	sp	Q18409	RSP6_CAEEL	39.5	86	45	3	125	382	4	82	8.8e-10	65.5	RSP6_CAEEL	reviewed	Probable splicing factor, arginine/serine-rich 6 (CeSRp20) (RNA-binding protein srp-1)	rsp-6 srp-1 C33H5.12	Caenorhabditis elegans	179	cell differentiation [GO:0030154]; gonad development [GO:0008406]; mRNA cis splicing, via spliceosome [GO:0045292]; mRNA splicing, via spliceosome [GO:0000398]; multicellular organism development [GO:0007275]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of DNA-templated transcription, termination [GO:0031554]; RNA splicing [GO:0008380]	nuclear speck [GO:0016607]; nucleus [GO:0005634]	nuclear speck [GO:0016607]; nucleus [GO:0005634]; RNA binding [GO:0003723]; cell differentiation [GO:0030154]; gonad development [GO:0008406]; mRNA cis splicing, via spliceosome [GO:0045292]; mRNA splicing, via spliceosome [GO:0000398]; multicellular organism development [GO:0007275]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of DNA-templated transcription, termination [GO:0031554]; RNA splicing [GO:0008380]	RNA binding [GO:0003723]	GO:0000381; GO:0000398; GO:0003723; GO:0005634; GO:0007275; GO:0008380; GO:0008406; GO:0016607; GO:0030154; GO:0031554; GO:0045292
TRINITY_DN13456_c0_g1_i4	37	4	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2571_c0_g1_i4	116	44	1	3	sp	Q07327	ROP_DROME	65.2	598	187	6	143	1885	1	594	2.3e-217	756.9	ROP_DROME	reviewed	Protein ROP	Rop cs1 CG15811	Drosophila melanogaster (Fruit fly)	597	chemical synaptic transmission [GO:0007268]; exocytosis [GO:0006887]; intracellular protein transport [GO:0006886]; mitotic cytokinesis [GO:0000281]; neurotransmitter secretion [GO:0007269]; ovarian follicle cell development [GO:0030707]; positive regulation of dendrite development [GO:1900006]; regulation of pole plasm oskar mRNA localization [GO:0007317]; response to light stimulus [GO:0009416]; secretion by cell [GO:0032940]; synaptic vesicle priming [GO:0016082]; synaptic vesicle transport [GO:0048489]; vesicle docking involved in exocytosis [GO:0006904]; vesicle-mediated transport [GO:0016192]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extrinsic component of membrane [GO:0019898]; membrane [GO:0016020]; plasma membrane [GO:0005886]; secretory granule [GO:0030141]; terminal bouton [GO:0043195]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extrinsic component of membrane [GO:0019898]; membrane [GO:0016020]; plasma membrane [GO:0005886]; secretory granule [GO:0030141]; terminal bouton [GO:0043195]; SNARE binding [GO:0000149]; syntaxin binding [GO:0019905]; chemical synaptic transmission [GO:0007268]; exocytosis [GO:0006887]; intracellular protein transport [GO:0006886]; mitotic cytokinesis [GO:0000281]; neurotransmitter secretion [GO:0007269]; ovarian follicle cell development [GO:0030707]; positive regulation of dendrite development [GO:1900006]; regulation of pole plasm oskar mRNA localization [GO:0007317]; response to light stimulus [GO:0009416]; secretion by cell [GO:0032940]; synaptic vesicle priming [GO:0016082]; synaptic vesicle transport [GO:0048489]; vesicle docking involved in exocytosis [GO:0006904]; vesicle-mediated transport [GO:0016192]	SNARE binding [GO:0000149]; syntaxin binding [GO:0019905]	GO:0000149; GO:0000281; GO:0005737; GO:0005829; GO:0005886; GO:0006886; GO:0006887; GO:0006904; GO:0007268; GO:0007269; GO:0007317; GO:0009416; GO:0016020; GO:0016082; GO:0016192; GO:0019898; GO:0019905; GO:0030141; GO:0030707; GO:0032940; GO:0043195; GO:0048489; GO:1900006
TRINITY_DN7447_c0_g1_i1	7	7	0	1	sp	Q9D9Q0	LRC69_MOUSE	32.2	205	133	6	171	770	23	226	7.4e-14	80.5	LRC69_MOUSE	reviewed	Leucine-rich repeat-containing protein 69	Lrrc69	Mus musculus (Mouse)	347	signal transduction [GO:0007165]		signal transduction [GO:0007165]		GO:0007165
TRINITY_DN8869_c0_g1_i3	2	1	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN83943_c0_g1_i4	52	23	0	3	sp	Q99L47	F10A1_MOUSE	50.2	239	115	1	36	740	1	239	1.6e-47	192.6	F10A1_MOUSE	reviewed	Hsc70-interacting protein (Hip) (Protein FAM10A1) (Protein ST13 homolog)	St13 Fam10a1 Hip	Mus musculus (Mouse)	371	chaperone cofactor-dependent protein refolding [GO:0051085]; chaperone-mediated protein folding [GO:0061077]; negative regulation of protein refolding [GO:0061084]; protein-containing complex assembly [GO:0065003]; response to bacterium [GO:0009617]	cytosol [GO:0005829]; protein-containing complex [GO:0032991]	cytosol [GO:0005829]; protein-containing complex [GO:0032991]; chaperone binding [GO:0051087]; dATP binding [GO:0032564]; heat shock protein binding [GO:0031072]; Hsp70 protein binding [GO:0030544]; identical protein binding [GO:0042802]; protein dimerization activity [GO:0046983]; protein domain specific binding [GO:0019904]; protein-containing complex binding [GO:0044877]; unfolded protein binding [GO:0051082]; chaperone cofactor-dependent protein refolding [GO:0051085]; chaperone-mediated protein folding [GO:0061077]; negative regulation of protein refolding [GO:0061084]; protein-containing complex assembly [GO:0065003]; response to bacterium [GO:0009617]	chaperone binding [GO:0051087]; dATP binding [GO:0032564]; heat shock protein binding [GO:0031072]; Hsp70 protein binding [GO:0030544]; identical protein binding [GO:0042802]; protein-containing complex binding [GO:0044877]; protein dimerization activity [GO:0046983]; protein domain specific binding [GO:0019904]; unfolded protein binding [GO:0051082]	GO:0005829; GO:0009617; GO:0019904; GO:0030544; GO:0031072; GO:0032564; GO:0032991; GO:0042802; GO:0044877; GO:0046983; GO:0051082; GO:0051085; GO:0051087; GO:0061077; GO:0061084; GO:0065003
TRINITY_DN12630_c0_g1_i1	0	2	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN12706_c0_g1_i2	11	3	1	3	sp	P21342	PFPA_SOLTU	33.4	527	333	8	2287	3837	89	607	5.5e-90	334.7	PFPA_SOLTU	reviewed	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha (PFP) (6-phosphofructokinase, pyrophosphate dependent) (PPi-PFK) (Pyrophosphate-dependent 6-phosphofructose-1-kinase)	PFP-ALPHA PGSC0003DMG400010007	Solanum tuberosum (Potato)	616		cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; 6-phosphofructokinase activity [GO:0003872]; ATP binding [GO:0005524]; diphosphate-fructose-6-phosphate 1-phosphotransferase activity [GO:0047334]; metal ion binding [GO:0046872]	6-phosphofructokinase activity [GO:0003872]; ATP binding [GO:0005524]; diphosphate-fructose-6-phosphate 1-phosphotransferase activity [GO:0047334]; metal ion binding [GO:0046872]	GO:0003872; GO:0005524; GO:0005737; GO:0046872; GO:0047334
TRINITY_DN9055_c5_g1_i18	13054	7428	19	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN25474_c0_g1_i3	0	3	0	2	sp	O15297	PPM1D_HUMAN	51.2	291	126	4	914	1774	99	377	9.8e-77	290.4	PPM1D_HUMAN	reviewed	Protein phosphatase 1D (EC 3.1.3.16) (Protein phosphatase 2C isoform delta) (PP2C-delta) (Protein phosphatase magnesium-dependent 1 delta) (p53-induced protein phosphatase 1)	PPM1D WIP1	Homo sapiens (Human)	605	cellular response to starvation [GO:0009267]; chromatin silencing [GO:0006342]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; DNA methylation [GO:0006306]; G2/M transition of mitotic cell cycle [GO:0000086]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of gene expression, epigenetic [GO:0045814]; peptidyl-threonine dephosphorylation [GO:0035970]; protein dephosphorylation [GO:0006470]; response to bacterium [GO:0009617]; response to radiation [GO:0009314]; transcription initiation from RNA polymerase II promoter [GO:0006367]	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; magnesium-dependent protein serine/threonine phosphatase activity [GO:0004724]; metal ion binding [GO:0046872]; mitogen-activated protein kinase binding [GO:0051019]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine phosphatase activity [GO:0004722]; cellular response to starvation [GO:0009267]; chromatin silencing [GO:0006342]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; DNA methylation [GO:0006306]; G2/M transition of mitotic cell cycle [GO:0000086]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of gene expression, epigenetic [GO:0045814]; peptidyl-threonine dephosphorylation [GO:0035970]; protein dephosphorylation [GO:0006470]; response to bacterium [GO:0009617]; response to radiation [GO:0009314]; transcription initiation from RNA polymerase II promoter [GO:0006367]	magnesium-dependent protein serine/threonine phosphatase activity [GO:0004724]; metal ion binding [GO:0046872]; mitogen-activated protein kinase binding [GO:0051019]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine phosphatase activity [GO:0004722]	GO:0000086; GO:0004674; GO:0004722; GO:0004724; GO:0005634; GO:0005654; GO:0005829; GO:0006306; GO:0006342; GO:0006367; GO:0006470; GO:0008285; GO:0009267; GO:0009314; GO:0009617; GO:0030330; GO:0035970; GO:0045814; GO:0046872; GO:0051019
TRINITY_DN3042_c0_g1_i3	26	2	1	3	sp	Q72JR7	TAL_THET2	26	262	124	10	136	912	6	200	9.5e-09	63.2	TAL_THET2	reviewed	Probable transaldolase (EC 2.2.1.2)	tal TT_C0701	Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)	223	carbohydrate metabolic process [GO:0005975]; pentose-phosphate shunt [GO:0006098]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; aldehyde-lyase activity [GO:0016832]; sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity [GO:0004801]; carbohydrate metabolic process [GO:0005975]; pentose-phosphate shunt [GO:0006098]	aldehyde-lyase activity [GO:0016832]; sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity [GO:0004801]	GO:0004801; GO:0005737; GO:0005975; GO:0006098; GO:0016832
TRINITY_DN2756_c0_g1_i4	0	1	0	2	sp	Q6ICX4	PTBP3_ARATH	30.6	180	109	6	581	1114	35	200	1.2e-10	69.3	PTBP3_ARATH	reviewed	Polypyrimidine tract-binding protein homolog 3	At1g43190 F1I21.14	Arabidopsis thaliana (Mouse-ear cress)	432	mRNA processing [GO:0006397]; regulation of RNA splicing [GO:0043484]; regulation of translation [GO:0006417]; RNA splicing [GO:0008380]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; P-body [GO:0000932]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; P-body [GO:0000932]; mRNA binding [GO:0003729]; mRNA processing [GO:0006397]; regulation of RNA splicing [GO:0043484]; regulation of translation [GO:0006417]; RNA splicing [GO:0008380]	mRNA binding [GO:0003729]	GO:0000932; GO:0003729; GO:0005634; GO:0005737; GO:0006397; GO:0006417; GO:0008380; GO:0043484
TRINITY_DN5341_c0_g1_i3	9465	3999	5	3	sp	Q6DH69	FAH2A_DANRE	36.3	135	83	1	201	596	391	525	6.5e-15	82.8	FAH2A_DANRE	reviewed	Fatty-acid amide hydrolase 2-A (EC 3.5.1.99)	faah2a zgc:92625	Danio rerio (Zebrafish) (Brachydanio rerio)	532	lipid catabolic process [GO:0016042]	integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; anandamide amidohydrolase activity [GO:0103073]; oleamide hydrolase activity [GO:0102077]; lipid catabolic process [GO:0016042]	anandamide amidohydrolase activity [GO:0103073]; oleamide hydrolase activity [GO:0102077]	GO:0016021; GO:0016042; GO:0102077; GO:0103073
TRINITY_DN6197_c0_g1_i2	3	3	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2093_c0_g1_i6	0	61	0	2	sp	P0C5P9	YL54B_YEAST	81.2	32	6	0	386	291	21	52	1e-06	55.8	YL54B_YEAST	reviewed	Putative uncharacterized protein YLR154W-B	YLR154W-B smORF398	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	54					
TRINITY_DN13897_c0_g1_i1	5	4	1	1	sp	Q4E123	MTR1_TRYCC	31.3	335	194	9	137	1096	46	359	1.2e-30	136	MTR1_TRYCC	reviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 (EC 2.1.1.57) (Cap1 2'O-ribose methyltransferase 1) (MTr1)	Tc00.1047053506247.320	Trypanosoma cruzi (strain CL Brener)	362	7-methylguanosine mRNA capping [GO:0006370]; cap1 mRNA methylation [GO:0097309]; mRNA methylation [GO:0080009]	nucleus [GO:0005634]	nucleus [GO:0005634]; mRNA (nucleoside-2'-O-)-methyltransferase activity [GO:0004483]; 7-methylguanosine mRNA capping [GO:0006370]; cap1 mRNA methylation [GO:0097309]; mRNA methylation [GO:0080009]	mRNA (nucleoside-2'-O-)-methyltransferase activity [GO:0004483]	GO:0004483; GO:0005634; GO:0006370; GO:0080009; GO:0097309
TRINITY_DN4842_c0_g1_i1	0	8	0	2	sp	Q9S7U0	INO1_WHEAT	68	510	158	2	67	1581	1	510	5.7e-207	722.2	INO1_WHEAT	reviewed	Inositol-3-phosphate synthase (MIP synthase) (EC 5.5.1.4) (Myo-inositol 1-phosphate synthase) (IPS) (MI-1-P synthase)	MIPS	Triticum aestivum (Wheat)	510	inositol biosynthetic process [GO:0006021]; phospholipid biosynthetic process [GO:0008654]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; inositol-3-phosphate synthase activity [GO:0004512]; inositol biosynthetic process [GO:0006021]; phospholipid biosynthetic process [GO:0008654]	inositol-3-phosphate synthase activity [GO:0004512]	GO:0004512; GO:0005737; GO:0006021; GO:0008654
TRINITY_DN16432_c0_g1_i25	0	1	0	2	sp	Q6PFJ1	NGDN_DANRE	23.2	250	163	6	22	699	12	256	3e-08	61.2	NGDN_DANRE	reviewed	Neuroguidin (EIF4E-binding protein)	ngdn zgc:66416	Danio rerio (Zebrafish) (Brachydanio rerio)	315	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; regulation of translation [GO:0006417]	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; regulation of translation [GO:0006417]		GO:0000462; GO:0005730; GO:0005737; GO:0006417; GO:0032040
TRINITY_DN4232_c0_g1_i14	21	3	0	3	sp	P0DJ52	RL8_TETTS	72.8	136	37	0	7	414	117	252	1.1e-53	210.7	RL8_TETTS	reviewed	60S ribosomal protein L8	RPL8 RPL2 TTHERM_00716240	Tetrahymena thermophila (strain SB210)	264	translation [GO:0006412]	cytoplasm [GO:0005737]; ribosome [GO:0005840]	cytoplasm [GO:0005737]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005737; GO:0005840; GO:0006412; GO:0019843
TRINITY_DN14376_c0_g1_i1	5	2	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11683_c0_g1_i2	5	3	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN109346_c0_g1_i1	6	4	0	1	sp	P34091	RL6_MESCR	48.8	164	78	3	94	570	72	234	6.7e-31	135.6	RL6_MESCR	reviewed	60S ribosomal protein L6 (YL16-like)	RPL6	Mesembryanthemum crystallinum (Common ice plant) (Cryophytum crystallinum)	234	translation [GO:0006412]	ribosome [GO:0005840]	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412
TRINITY_DN2216_c0_g1_i4	8	0	134	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1545_c0_g1_i24	34	82	60	2	sp	P53470	ACT1_SCHMA	89.5	304	32	0	71	982	1	304	2.3e-160	566.2	ACT1_SCHMA	reviewed	Actin-1		Schistosoma mansoni (Blood fluke)	376		cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; ATP binding [GO:0005524]	ATP binding [GO:0005524]	GO:0005524; GO:0005737; GO:0005856
TRINITY_DN16015_c0_g1_i1	7	6	0	1	sp	Q74GM3	COXX_GEOSL	35.7	143	85	3	466	885	7	145	1.1e-12	75.9	COXX_GEOSL	reviewed	Protoheme IX farnesyltransferase (EC 2.5.1.141) (Heme B farnesyltransferase) (Heme O synthase)	ctaB GSU0223	Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA)	270	cellular respiration [GO:0045333]; heme biosynthetic process [GO:0006783]; heme O biosynthetic process [GO:0048034]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; farnesyltranstransferase activity [GO:0004311]; protoheme IX farnesyltransferase activity [GO:0008495]; cellular respiration [GO:0045333]; heme biosynthetic process [GO:0006783]; heme O biosynthetic process [GO:0048034]	farnesyltranstransferase activity [GO:0004311]; protoheme IX farnesyltransferase activity [GO:0008495]	GO:0004311; GO:0005886; GO:0006783; GO:0008495; GO:0016021; GO:0045333; GO:0048034
TRINITY_DN90_c1_g1_i1	31	0	3	3	sp	Q9LT78	RD21C_ARATH	41.5	313	164	8	127	1041	43	344	7.4e-59	229.6	RD21C_ARATH	reviewed	Probable cysteine protease RD21C (EC 3.4.22.-)	RD21C At3g19390 MLD14.12	Arabidopsis thaliana (Mouse-ear cress)	452	proteolysis involved in cellular protein catabolic process [GO:0051603]	extracellular space [GO:0005615]; lysosome [GO:0005764]	extracellular space [GO:0005615]; lysosome [GO:0005764]; cysteine-type endopeptidase activity [GO:0004197]; proteolysis involved in cellular protein catabolic process [GO:0051603]	cysteine-type endopeptidase activity [GO:0004197]	GO:0004197; GO:0005615; GO:0005764; GO:0051603
TRINITY_DN7393_c0_g1_i1	4	12	0	2	sp	O80725	AB4B_ARATH	25.4	461	331	8	373	1725	161	618	8.9e-35	150.2	AB4B_ARATH	reviewed	ABC transporter B family member 4 (ABC transporter ABCB.4) (AtABCB4) (Multidrug resistance protein 4) (P-glycoprotein 4)	ABCB4 MDR4 PGP4 At2g47000 F14M4.17	Arabidopsis thaliana (Mouse-ear cress)	1286	auxin-activated signaling pathway [GO:0009734]; auxin efflux [GO:0010315]; auxin influx [GO:0060919]; auxin polar transport [GO:0009926]; basipetal auxin transport [GO:0010540]; gravitropism [GO:0009630]; response to auxin [GO:0009733]; response to cytokinin [GO:0009735]; root hair elongation [GO:0048767]; transmembrane transport [GO:0055085]	cytosol [GO:0005829]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]	cytosol [GO:0005829]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATPase-coupled xenobiotic transmembrane transporter activity [GO:0008559]; auxin efflux transmembrane transporter activity [GO:0010329]; auxin influx transmembrane transporter activity [GO:0010328]; auxin efflux [GO:0010315]; auxin influx [GO:0060919]; auxin polar transport [GO:0009926]; auxin-activated signaling pathway [GO:0009734]; basipetal auxin transport [GO:0010540]; gravitropism [GO:0009630]; response to auxin [GO:0009733]; response to cytokinin [GO:0009735]; root hair elongation [GO:0048767]; transmembrane transport [GO:0055085]	ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATPase-coupled xenobiotic transmembrane transporter activity [GO:0008559]; ATP binding [GO:0005524]; auxin efflux transmembrane transporter activity [GO:0010329]; auxin influx transmembrane transporter activity [GO:0010328]	GO:0005524; GO:0005829; GO:0005886; GO:0008559; GO:0009506; GO:0009630; GO:0009733; GO:0009734; GO:0009735; GO:0009926; GO:0010315; GO:0010328; GO:0010329; GO:0010540; GO:0016020; GO:0016021; GO:0016887; GO:0042626; GO:0048767; GO:0055085; GO:0060919
