Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (GO)	Gene ontology (molecular function)	Gene ontology IDs	Cross-reference (UniPathway)	Cross-reference (InterPro)	Cross-reference (PANTHER)
Q9Y0H4	SUDX_DROME	reviewed	E3 ubiquitin-protein ligase Su(dx) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase Su(dx)) (Protein suppressor of deltex)	Su(dx) CG4244	Drosophila melanogaster (Fruit fly)	949	imaginal disc-derived leg joint morphogenesis [GO:0016348]; imaginal disc-derived wing margin morphogenesis [GO:0008587]; imaginal disc-derived wing vein morphogenesis [GO:0008586]; lipid storage [GO:0019915]; negative regulation of Notch signaling pathway [GO:0045746]; negative regulation of smoothened signaling pathway [GO:0045879]; Notch signaling pathway [GO:0007219]; positive regulation of protein catabolic process [GO:0045732]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]; protein targeting to lysosome [GO:0006622]; protein ubiquitination [GO:0016567]; pupal development [GO:0035209]; receptor internalization [GO:0031623]; regulation of protein localization [GO:0032880]; ubiquitin-dependent protein catabolic process [GO:0006511]; wing disc dorsal/ventral pattern formation [GO:0048190]	cell cortex [GO:0005938]; cytoplasm [GO:0005737]	cell cortex [GO:0005938]; cytoplasm [GO:0005737]; Notch binding [GO:0005112]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; imaginal disc-derived leg joint morphogenesis [GO:0016348]; imaginal disc-derived wing margin morphogenesis [GO:0008587]; imaginal disc-derived wing vein morphogenesis [GO:0008586]; lipid storage [GO:0019915]; negative regulation of Notch signaling pathway [GO:0045746]; negative regulation of smoothened signaling pathway [GO:0045879]; Notch signaling pathway [GO:0007219]; positive regulation of protein catabolic process [GO:0045732]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]; protein targeting to lysosome [GO:0006622]; protein ubiquitination [GO:0016567]; pupal development [GO:0035209]; receptor internalization [GO:0031623]; regulation of protein localization [GO:0032880]; ubiquitin-dependent protein catabolic process [GO:0006511]; wing disc dorsal/ventral pattern formation [GO:0048190]	Notch binding [GO:0005112]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]	GO:0000209; GO:0004842; GO:0005112; GO:0005737; GO:0005938; GO:0006511; GO:0006622; GO:0007219; GO:0008586; GO:0008587; GO:0016348; GO:0016567; GO:0019915; GO:0031623; GO:0032880; GO:0035209; GO:0043161; GO:0045732; GO:0045746; GO:0045879; GO:0048190; GO:0061630	UPA00143	IPR000008;IPR035892;IPR024928;IPR000569;IPR035983;IPR001202;IPR036020;	
P53777	MLP1_DROME	reviewed	Muscle LIM protein 1	Mlp60A LIM2 MLP1 CG3220	Drosophila melanogaster (Fruit fly)	92	actin cytoskeleton organization [GO:0030036]; cell differentiation [GO:0030154]; muscle organ development [GO:0007517]; muscle tissue development [GO:0060537]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; Z disc [GO:0030018]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; Z disc [GO:0030018]; metal ion binding [GO:0046872]; actin cytoskeleton organization [GO:0030036]; cell differentiation [GO:0030154]; muscle organ development [GO:0007517]; muscle tissue development [GO:0060537]	metal ion binding [GO:0046872]	GO:0005634; GO:0005737; GO:0007517; GO:0030018; GO:0030036; GO:0030154; GO:0046872; GO:0060537		IPR001781;	
Q3T0X5	PSA1_BOVIN	reviewed	Proteasome subunit alpha type-1 (EC 3.4.25.1)	PSMA1	Bos taurus (Bovine)	263	immune system process [GO:0002376]; negative regulation of inflammatory response to antigenic stimulus [GO:0002862]; proteasomal protein catabolic process [GO:0010498]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	centrosome [GO:0005813]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]; proteasome core complex, alpha-subunit complex [GO:0019773]	centrosome [GO:0005813]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]; proteasome core complex, alpha-subunit complex [GO:0019773]; endopeptidase activity [GO:0004175]; lipopolysaccharide binding [GO:0001530]; threonine-type endopeptidase activity [GO:0004298]; immune system process [GO:0002376]; negative regulation of inflammatory response to antigenic stimulus [GO:0002862]; proteasomal protein catabolic process [GO:0010498]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	endopeptidase activity [GO:0004175]; lipopolysaccharide binding [GO:0001530]; threonine-type endopeptidase activity [GO:0004298]	GO:0001530; GO:0002376; GO:0002862; GO:0004175; GO:0004298; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0005839; GO:0010498; GO:0010499; GO:0019773; GO:0043161		IPR029055;IPR023332;IPR035144;IPR000426;IPR001353;	PTHR11599:SF12;
P30163	ACT2_ONCVO	reviewed	Actin-2	act-2b	Onchocerca volvulus	376		cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; ATP binding [GO:0005524]	ATP binding [GO:0005524]	GO:0005524; GO:0005737; GO:0005856		IPR004000;IPR020902;IPR004001;IPR043129;	PTHR11937;
P05547	TNNI_ASTLP	reviewed	Troponin I (TnI)		Astacus leptodactylus (Turkish narrow-clawed crayfish) (Pontastacus leptodactylus)	201		troponin complex [GO:0005861]	troponin complex [GO:0005861]; actin binding [GO:0003779]; metal ion binding [GO:0046872]	actin binding [GO:0003779]; metal ion binding [GO:0046872]	GO:0003779; GO:0005861; GO:0046872		IPR001978;IPR038077;	
Q14586	ZN267_HUMAN	reviewed	Zinc finger protein 267 (Zinc finger protein HZF2)	ZNF267	Homo sapiens (Human)	743	multicellular organism development [GO:0007275]	nucleus [GO:0005634]	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; multicellular organism development [GO:0007275]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]	GO:0003677; GO:0003700; GO:0005634; GO:0007275; GO:0046872		IPR001909;IPR036051;IPR036236;IPR013087;	
Q3UUY6	PROM2_MOUSE	reviewed	Prominin-2 (PROM-2) (Prominin-like protein 2) (mPROML2)	Prom2 Proml2	Mus musculus (Mouse)	835	negative regulation of caveolin-mediated endocytosis [GO:2001287]; negative regulation of pinocytosis [GO:0048550]; positive regulation of cell projection organization [GO:0031346]; positive regulation of protein phosphorylation [GO:0001934]; regulation of GTPase activity [GO:0043087]	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; cell projection [GO:0042995]; cell surface [GO:0009986]; ciliary membrane [GO:0060170]; cilium [GO:0005929]; cytoplasmic vesicle [GO:0031410]; integral component of plasma membrane [GO:0005887]; microspike [GO:0044393]; microvillus [GO:0005902]; microvillus membrane [GO:0031528]; plasma membrane [GO:0005886]; prominosome [GO:0071914]	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; cell projection [GO:0042995]; cell surface [GO:0009986]; ciliary membrane [GO:0060170]; cilium [GO:0005929]; cytoplasmic vesicle [GO:0031410]; integral component of plasma membrane [GO:0005887]; microspike [GO:0044393]; microvillus [GO:0005902]; microvillus membrane [GO:0031528]; plasma membrane [GO:0005886]; prominosome [GO:0071914]; cholesterol binding [GO:0015485]; negative regulation of caveolin-mediated endocytosis [GO:2001287]; negative regulation of pinocytosis [GO:0048550]; positive regulation of cell projection organization [GO:0031346]; positive regulation of protein phosphorylation [GO:0001934]; regulation of GTPase activity [GO:0043087]	cholesterol binding [GO:0015485]	GO:0001934; GO:0005886; GO:0005887; GO:0005902; GO:0005929; GO:0009986; GO:0015485; GO:0016323; GO:0016324; GO:0031346; GO:0031410; GO:0031528; GO:0042995; GO:0043087; GO:0044393; GO:0048550; GO:0060170; GO:0071914; GO:2001287		IPR008795;	PTHR22730;
Q96PM5	ZN363_HUMAN	reviewed	RING finger and CHY zinc finger domain-containing protein 1 (EC 2.3.2.27) (Androgen receptor N-terminal-interacting protein) (CH-rich-interacting match with PLAG1) (E3 ubiquitin-protein ligase Pirh2) (RING finger protein 199) (RING-type E3 ubiquitin transferase RCHY1) (Zinc finger protein 363) (p53-induced RING-H2 protein) (hPirh2)	RCHY1 ARNIP CHIMP PIRH2 RNF199 ZNF363	Homo sapiens (Human)	261	error-free translesion synthesis [GO:0070987]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein ubiquitination [GO:0031398]; protein autoubiquitination [GO:0051865]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151]; p53 binding [GO:0002039]; protein homodimerization activity [GO:0042803]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; error-free translesion synthesis [GO:0070987]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein ubiquitination [GO:0031398]; protein autoubiquitination [GO:0051865]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]	p53 binding [GO:0002039]; protein homodimerization activity [GO:0042803]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]	GO:0000151; GO:0002039; GO:0004842; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006511; GO:0008270; GO:0016567; GO:0016607; GO:0031398; GO:0032436; GO:0042803; GO:0043231; GO:0051865; GO:0061630; GO:0070987	UPA00143	IPR039512;IPR008913;IPR037274;IPR017921;IPR037275;IPR001841;IPR013083;	
O97725	NDUAC_BOVIN	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 (Complex I-B17.2) (CI-B17.2) (CIB17.2) (NADH-ubiquinone oxidoreductase subunit B17.2)	NDUFA12	Bos taurus (Bovine)	145	response to oxidative stress [GO:0006979]	mitochondrial respiratory chain complex I [GO:0005747]	mitochondrial respiratory chain complex I [GO:0005747]; electron transfer activity [GO:0009055]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; response to oxidative stress [GO:0006979]	electron transfer activity [GO:0009055]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005747; GO:0006979; GO:0008137; GO:0009055		IPR007763;	PTHR12910;
Q9XYC2	RL15_FAXLI	reviewed	60S ribosomal protein L15	RPL15	Faxonius limosus (Spinycheek crayfish) (Orconectes limosus)	204	translation [GO:0006412]	ribosome [GO:0005840]	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412		IPR024794;IPR000439;IPR020925;IPR012678;	PTHR11847;
Q15637	SF01_HUMAN	reviewed	Splicing factor 1 (Mammalian branch point-binding protein) (BBP) (mBBP) (Transcription factor ZFM1) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162)	SF1 ZFM1 ZNF162	Homo sapiens (Human)	639	Leydig cell differentiation [GO:0033327]; male sex determination [GO:0030238]; mRNA 3'-splice site recognition [GO:0000389]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of smooth muscle cell proliferation [GO:0048662]; nuclear body organization [GO:0030575]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of steroid biosynthetic process [GO:0050810]; spliceosomal complex assembly [GO:0000245]	nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribosome [GO:0005840]; spliceosomal complex [GO:0005681]	nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribosome [GO:0005840]; spliceosomal complex [GO:0005681]; identical protein binding [GO:0042802]; mRNA binding [GO:0003729]; pre-mRNA branch point binding [GO:0045131]; RNA binding [GO:0003723]; transcription corepressor activity [GO:0003714]; zinc ion binding [GO:0008270]; Leydig cell differentiation [GO:0033327]; male sex determination [GO:0030238]; mRNA 3'-splice site recognition [GO:0000389]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of smooth muscle cell proliferation [GO:0048662]; nuclear body organization [GO:0030575]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of steroid biosynthetic process [GO:0050810]; spliceosomal complex assembly [GO:0000245]	identical protein binding [GO:0042802]; mRNA binding [GO:0003729]; pre-mRNA branch point binding [GO:0045131]; RNA binding [GO:0003723]; transcription corepressor activity [GO:0003714]; zinc ion binding [GO:0008270]	GO:0000245; GO:0000381; GO:0000389; GO:0000398; GO:0003714; GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0005681; GO:0005840; GO:0008270; GO:0016604; GO:0030238; GO:0030575; GO:0033327; GO:0042802; GO:0045131; GO:0048662; GO:0050810		IPR031150;IPR004087;IPR004088;IPR036612;IPR032570;IPR001878;	PTHR11208:SF45;
A1ZA47	ZASP_DROME	reviewed	PDZ and LIM domain protein Zasp (Z band alternatively spliced PDZ-motif protein)	Zasp52 Zasp CG30084	Drosophila melanogaster (Fruit fly)	2194	actin cytoskeleton organization [GO:0030036]; muscle structure development [GO:0061061]; myofibril assembly [GO:0030239]; regulation of cell-matrix adhesion [GO:0001952]	actin cytoskeleton [GO:0015629]; adherens junction [GO:0005912]; apical part of cell [GO:0045177]; basal part of cell [GO:0045178]; basolateral plasma membrane [GO:0016323]; cell leading edge [GO:0031252]; filamentous actin [GO:0031941]; focal adhesion [GO:0005925]; muscle tendon junction [GO:0005927]; stress fiber [GO:0001725]; Z disc [GO:0030018]; zonula adherens [GO:0005915]	actin cytoskeleton [GO:0015629]; adherens junction [GO:0005912]; apical part of cell [GO:0045177]; basal part of cell [GO:0045178]; basolateral plasma membrane [GO:0016323]; cell leading edge [GO:0031252]; filamentous actin [GO:0031941]; focal adhesion [GO:0005925]; muscle tendon junction [GO:0005927]; stress fiber [GO:0001725]; Z disc [GO:0030018]; zonula adherens [GO:0005915]; actin binding [GO:0003779]; actinin binding [GO:0042805]; metal ion binding [GO:0046872]; muscle alpha-actinin binding [GO:0051371]; actin cytoskeleton organization [GO:0030036]; muscle structure development [GO:0061061]; myofibril assembly [GO:0030239]; regulation of cell-matrix adhesion [GO:0001952]	actin binding [GO:0003779]; actinin binding [GO:0042805]; metal ion binding [GO:0046872]; muscle alpha-actinin binding [GO:0051371]	GO:0001725; GO:0001952; GO:0003779; GO:0005912; GO:0005915; GO:0005925; GO:0005927; GO:0015629; GO:0016323; GO:0030018; GO:0030036; GO:0030239; GO:0031252; GO:0031941; GO:0042805; GO:0045177; GO:0045178; GO:0046872; GO:0051371; GO:0061061		IPR031847;IPR001478;IPR036034;IPR006643;IPR001781;	
P08630	BTKL_DROME	reviewed	Tyrosine-protein kinase Btk29A (EC 2.7.10.2) (Dsrc28C) (Dsrc29a)	Btk29A Src2 Src29A Tec29 CG8049	Drosophila melanogaster (Fruit fly)	786	actin cytoskeleton organization [GO:0030036]; cellularization [GO:0007349]; courtship behavior [GO:0007619]; determination of adult lifespan [GO:0008340]; DNA endoreduplication [GO:0042023]; dorsal closure [GO:0007391]; female germline ring canal formation [GO:0007301]; head involution [GO:0008258]; imaginal disc-derived male genitalia development [GO:0007485]; JNK cascade [GO:0007254]; oocyte karyosome formation [GO:0030717]; oogenesis [GO:0048477]; open tracheal system development [GO:0007424]; ovarian fusome organization [GO:0030723]; ovarian nurse cell to oocyte transport [GO:0007300]; peptidyl-tyrosine autophosphorylation [GO:0038083]; peptidyl-tyrosine phosphorylation [GO:0018108]; regulation of actin filament polymerization [GO:0030833]; salivary gland morphogenesis [GO:0007435]; sensitization [GO:0046960]; spiracle morphogenesis, open tracheal system [GO:0035277]	apical part of cell [GO:0045177]; cell periphery [GO:0071944]; cytoplasm [GO:0005737]; germline ring canal [GO:0045172]; plasma membrane [GO:0005886]	apical part of cell [GO:0045177]; cell periphery [GO:0071944]; cytoplasm [GO:0005737]; germline ring canal [GO:0045172]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein tyrosine kinase activity [GO:0004713]; actin cytoskeleton organization [GO:0030036]; cellularization [GO:0007349]; courtship behavior [GO:0007619]; determination of adult lifespan [GO:0008340]; DNA endoreduplication [GO:0042023]; dorsal closure [GO:0007391]; female germline ring canal formation [GO:0007301]; head involution [GO:0008258]; imaginal disc-derived male genitalia development [GO:0007485]; JNK cascade [GO:0007254]; oocyte karyosome formation [GO:0030717]; oogenesis [GO:0048477]; open tracheal system development [GO:0007424]; ovarian fusome organization [GO:0030723]; ovarian nurse cell to oocyte transport [GO:0007300]; peptidyl-tyrosine autophosphorylation [GO:0038083]; peptidyl-tyrosine phosphorylation [GO:0018108]; regulation of actin filament polymerization [GO:0030833]; salivary gland morphogenesis [GO:0007435]; sensitization [GO:0046960]; spiracle morphogenesis, open tracheal system [GO:0035277]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein tyrosine kinase activity [GO:0004713]	GO:0004713; GO:0004715; GO:0005524; GO:0005737; GO:0005886; GO:0007254; GO:0007300; GO:0007301; GO:0007349; GO:0007391; GO:0007424; GO:0007435; GO:0007485; GO:0007619; GO:0008258; GO:0008340; GO:0018108; GO:0030036; GO:0030717; GO:0030723; GO:0030833; GO:0035277; GO:0038083; GO:0042023; GO:0045172; GO:0045177; GO:0046872; GO:0046960; GO:0048477; GO:0071944		IPR011009;IPR001849;IPR000719;IPR017441;IPR001245;IPR000980;IPR036860;IPR036028;IPR001452;IPR008266;IPR020635;IPR001562;	
Q9VTH4	SCLLA_DROME	reviewed	Protein scylla (Protein regulated in development and DNA damage response 2) (REDD-2)	scyl CG7590	Drosophila melanogaster (Fruit fly)	280	apoptotic process [GO:0006915]; cell death [GO:0008219]; head involution [GO:0008258]; multicellular organism reproduction [GO:0032504]; negative regulation of growth [GO:0045926]; negative regulation of signal transduction [GO:0009968]; regulation of TOR signaling [GO:0032006]; response to oxidative stress [GO:0006979]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; apoptotic process [GO:0006915]; cell death [GO:0008219]; head involution [GO:0008258]; multicellular organism reproduction [GO:0032504]; negative regulation of growth [GO:0045926]; negative regulation of signal transduction [GO:0009968]; regulation of TOR signaling [GO:0032006]; response to oxidative stress [GO:0006979]		GO:0005737; GO:0006915; GO:0006979; GO:0008219; GO:0008258; GO:0009968; GO:0032006; GO:0032504; GO:0045926		IPR012918;IPR038281;	PTHR12478;
Q502K3	ANR52_DANRE	reviewed	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C (PP6-ARS-C) (Serine/threonine-protein phosphatase 6 regulatory subunit ARS-C)	ankrd52 zgc:112069	Danio rerio (Zebrafish) (Brachydanio rerio)	1071							IPR002110;IPR020683;IPR036770;	
B4N0P7	KRR1_DROWI	reviewed	KRR1 small subunit processome component homolog (KRR-R motif-containing protein 1) (Protein dribble)	dbe dribble GK24616	Drosophila willistoni (Fruit fly)	347	multicellular organism development [GO:0007275]; rRNA processing [GO:0006364]	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; ribonucleoprotein complex [GO:1990904]	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; ribonucleoprotein complex [GO:1990904]; RNA binding [GO:0003723]; multicellular organism development [GO:0007275]; rRNA processing [GO:0006364]	RNA binding [GO:0003723]	GO:0003723; GO:0005654; GO:0005730; GO:0006364; GO:0007275; GO:1990904		IPR041174;IPR004087;IPR036612;IPR024166;	PTHR12581;
P51023	PNT_DROME	reviewed	ETS-like protein pointed	pnt DMPOINT1A ETS2 Ets58AB pointed CG17077	Drosophila melanogaster (Fruit fly)	718	cell dedifferentiation [GO:0043697]; cell differentiation [GO:0030154]; compound eye photoreceptor cell differentiation [GO:0001751]; determination of adult lifespan [GO:0008340]; determination of genital disc primordium [GO:0035225]; epidermal growth factor receptor signaling pathway [GO:0007173]; epithelial cell migration, open tracheal system [GO:0007427]; epithelial cell proliferation involved in Malpighian tubule morphogenesis [GO:0061331]; eye-antennal disc morphogenesis [GO:0007455]; fibroblast growth factor receptor signaling pathway [GO:0008543]; imaginal disc-derived wing morphogenesis [GO:0007476]; leg disc proximal/distal pattern formation [GO:0007479]; lymph gland crystal cell differentiation [GO:0035170]; lymph gland plasmatocyte differentiation [GO:0035169]; muscle fiber development [GO:0048747]; negative regulation of apoptotic signaling pathway [GO:2001234]; negative regulation of cardioblast cell fate specification [GO:0009997]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; oenocyte differentiation [GO:0001742]; ommatidial rotation [GO:0016318]; open tracheal system development [GO:0007424]; pericardial nephrocyte differentiation [GO:0061320]; photoreceptor cell development [GO:0042461]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of gene expression [GO:0010628]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; primary branching, open tracheal system [GO:0007428]; R3/R4 cell fate commitment [GO:0007464]; R7 cell fate commitment [GO:0007465]; regulation of establishment of planar polarity [GO:0090175]; regulation of neuroblast proliferation [GO:1902692]; regulation of neurogenesis [GO:0050767]; regulation of neuron differentiation [GO:0045664]; regulation of transcription by RNA polymerase II [GO:0006357]; secondary branching, open tracheal system [GO:0007429]; sevenless signaling pathway [GO:0045500]; terminal cell fate specification, open tracheal system [GO:0035154]; trachea development [GO:0060438]; wing disc dorsal/ventral pattern formation [GO:0048190]	host cell nucleus [GO:0042025]; nucleus [GO:0005634]	host cell nucleus [GO:0042025]; nucleus [GO:0005634]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; cell dedifferentiation [GO:0043697]; cell differentiation [GO:0030154]; compound eye photoreceptor cell differentiation [GO:0001751]; determination of adult lifespan [GO:0008340]; determination of genital disc primordium [GO:0035225]; epidermal growth factor receptor signaling pathway [GO:0007173]; epithelial cell migration, open tracheal system [GO:0007427]; epithelial cell proliferation involved in Malpighian tubule morphogenesis [GO:0061331]; eye-antennal disc morphogenesis [GO:0007455]; fibroblast growth factor receptor signaling pathway [GO:0008543]; imaginal disc-derived wing morphogenesis [GO:0007476]; leg disc proximal/distal pattern formation [GO:0007479]; lymph gland crystal cell differentiation [GO:0035170]; lymph gland plasmatocyte differentiation [GO:0035169]; muscle fiber development [GO:0048747]; negative regulation of apoptotic signaling pathway [GO:2001234]; negative regulation of cardioblast cell fate specification [GO:0009997]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; oenocyte differentiation [GO:0001742]; ommatidial rotation [GO:0016318]; open tracheal system development [GO:0007424]; pericardial nephrocyte differentiation [GO:0061320]; photoreceptor cell development [GO:0042461]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of gene expression [GO:0010628]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; primary branching, open tracheal system [GO:0007428]; R3/R4 cell fate commitment [GO:0007464]; R7 cell fate commitment [GO:0007465]; regulation of establishment of planar polarity [GO:0090175]; regulation of neuroblast proliferation [GO:1902692]; regulation of neurogenesis [GO:0050767]; regulation of neuron differentiation [GO:0045664]; regulation of transcription by RNA polymerase II [GO:0006357]; secondary branching, open tracheal system [GO:0007429]; sevenless signaling pathway [GO:0045500]; terminal cell fate specification, open tracheal system [GO:0035154]; trachea development [GO:0060438]; wing disc dorsal/ventral pattern formation [GO:0048190]	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]; transcription regulatory region sequence-specific DNA binding [GO:0000976]	GO:0000976; GO:0000981; GO:0001228; GO:0001742; GO:0001751; GO:0005634; GO:0006357; GO:0007173; GO:0007424; GO:0007427; GO:0007428; GO:0007429; GO:0007455; GO:0007464; GO:0007465; GO:0007476; GO:0007479; GO:0008284; GO:0008340; GO:0008543; GO:0009997; GO:0010628; GO:0016318; GO:0030154; GO:0035154; GO:0035169; GO:0035170; GO:0035225; GO:0042025; GO:0042461; GO:0043433; GO:0043565; GO:0043697; GO:0045500; GO:0045664; GO:0045666; GO:0045893; GO:0045944; GO:0048190; GO:0048747; GO:0050767; GO:0060438; GO:0061320; GO:0061331; GO:0090175; GO:1902692; GO:2001234		IPR000418;IPR003118;IPR013761;IPR036388;IPR036390;	
Q5R668	ACSL3_PONAB	reviewed	Long-chain-fatty-acid--CoA ligase 3 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 3) (LACS 3)	ACSL3	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	720	long-chain fatty acid metabolic process [GO:0001676]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]; peroxisomal membrane [GO:0005778]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]; peroxisomal membrane [GO:0005778]; acyl-CoA ligase activity [GO:0003996]; arachidonate-CoA ligase activity [GO:0047676]; ATP binding [GO:0005524]; decanoate-CoA ligase activity [GO:0102391]; long-chain fatty acid-CoA ligase activity [GO:0004467]; long-chain fatty acid metabolic process [GO:0001676]	acyl-CoA ligase activity [GO:0003996]; arachidonate-CoA ligase activity [GO:0047676]; ATP binding [GO:0005524]; decanoate-CoA ligase activity [GO:0102391]; long-chain fatty acid-CoA ligase activity [GO:0004467]	GO:0001676; GO:0003996; GO:0004467; GO:0005524; GO:0005741; GO:0005778; GO:0005789; GO:0016021; GO:0047676; GO:0102391		IPR020845;IPR000873;IPR042099;	
Q9ULD5	ZN777_HUMAN	reviewed	Zinc finger protein 777	ZNF777 KIAA1285	Homo sapiens (Human)	831	regulation of transcription, DNA-templated [GO:0006355]	nucleus [GO:0005634]	nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; regulation of transcription, DNA-templated [GO:0006355]	DNA binding [GO:0003677]; metal ion binding [GO:0046872]	GO:0003677; GO:0005634; GO:0006355; GO:0046872		IPR022137;IPR001909;IPR036051;IPR036236;IPR013087;	
Q9GKX6	GALM_PIG	reviewed	Galactose mutarotase (EC 5.1.3.3) (Aldose 1-epimerase)	GALM	Sus scrofa (Pig)	342	galactose catabolic process via UDP-galactose [GO:0033499]; glucose metabolic process [GO:0006006]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; aldose 1-epimerase activity [GO:0004034]; carbohydrate binding [GO:0030246]; galactose catabolic process via UDP-galactose [GO:0033499]; glucose metabolic process [GO:0006006]	aldose 1-epimerase activity [GO:0004034]; carbohydrate binding [GO:0030246]	GO:0004034; GO:0005737; GO:0006006; GO:0030246; GO:0033499	UPA00214, UPA00242	IPR018052;IPR015443;IPR008183;IPR011013;IPR014718;	
